census_tract,activity_year,income_group_code,nLoans1,amtLoans1,nLoans100k,amtLoans100k,nLoans250k,amtLoans250k,nLoansToSmallest,amtLoansToSmallest,nLoansTotal,amtLoansTotal
1014.00,2012.00,moderate,16,145,0,0,0,0,9,118,16,$145
1021.00,2012.00,moderate,17,149,1,112,0,0,6,167,18,$261
1024.00,2012.00,moderate,13,123,1,250,0,0,5,90,14,$373
1036.00,2012.00,moderate,46,739,6,1117,6,3290,17,674,58,"$5,146"
1045.00,2012.00,moderate,116,1556,11,1901,14,8191,45,3853,141,"$11,648"
1061.00,2012.00,moderate,4,120,0,0,0,0,0,0,4,$120
1073.00,2012.00,moderate,21,242,0,0,0,0,6,11,21,$242
1074.00,2012.00,moderate,5,6,0,0,0,0,2,2,5,$6
1081.00,2012.00,moderate,11,54,0,0,0,0,3,9,11,$54
1083.00,2012.00,moderate,7,38,0,0,0,0,1,6,7,$38
1096.00,2012.00,moderate,38,585,0,0,0,0,13,118,38,$585
1104.00,2012.00,moderate,8,103,1,200,0,0,3,7,9,$303
1122.00,2012.00,moderate,13,58,0,0,0,0,6,44,13,$58
1141.01,2012.00,moderate,38,496,1,165,3,2192,27,539,42,"$2,853"
1151.00,2012.00,moderate,34,409,0,0,4,2463,17,1505,38,"$2,872"
1154.00,2012.00,moderate,12,122,0,0,0,0,6,109,12,$122
1155.00,2012.00,moderate,34,288,1,106,0,0,18,160,35,$394
1156.00,2012.00,moderate,18,164,0,0,1,457,6,496,19,$621
1162.00,2012.00,moderate,42,428,2,242,0,0,15,122,44,$670
1163.01,2012.00,moderate,35,330,1,250,1,400,18,542,37,$980
1165.00,2012.00,moderate,19,423,1,228,1,400,15,556,21,"$1,051"
1171.00,2012.00,moderate,35,527,3,470,5,2305,9,138,43,"$3,302"
1172.00,2012.00,moderate,34,276,0,0,0,0,17,124,34,$276
1181.00,2012.00,moderate,59,914,4,756,10,5743,24,1348,73,"$7,413"
1231.00,2012.00,moderate,49,734,0,0,1,342,26,692,50,"$1,076"
1233.00,2012.00,moderate,56,894,3,449,2,1120,24,1257,61,"$2,463"
1241.00,2012.00,moderate,28,160,1,145,0,0,17,108,29,$305
1243.00,2012.00,moderate,56,836,4,733,0,0,25,545,60,"$1,569"
1256.00,2012.00,moderate,276,4604,31,5695,34,19347,111,4602,341,"$29,646"
1273.00,2012.00,moderate,33,377,1,171,5,2297,25,1309,39,"$2,845"
1011.00,2012.00,middle,16,220,0,0,1,632,13,197,17,$852
1012.00,2012.00,middle,23,204,0,0,0,0,9,80,23,$204
1013.00,2012.00,middle,32,390,0,0,0,0,21,254,32,$390
1023.00,2012.00,middle,9,30,0,0,0,0,3,12,9,$30
1025.00,2012.00,middle,23,199,0,0,1,490,8,41,24,$689
1037.00,2012.00,middle,53,645,1,250,0,0,34,304,54,$895
1038.00,2012.00,middle,39,439,0,0,0,0,14,194,39,$439
1042.00,2012.00,middle,30,306,0,0,1,356,23,585,31,$662
1055.00,2012.00,middle,8,49,1,106,2,984,7,822,11,"$1,139"
1082.00,2012.00,middle,7,19,0,0,0,0,4,13,7,$19
1121.00,2012.00,middle,77,1009,3,494,1,300,48,1471,81,"$1,803"
1135.00,2012.00,middle,88,1649,8,1587,11,5745,39,2021,107,"$8,981"
1142.00,2012.00,middle,35,333,1,150,1,349,16,154,37,$832
1143.00,2012.00,middle,52,744,2,310,2,602,30,677,56,"$1,656"
1174.00,2012.00,middle,51,506,2,229,2,754,28,1151,55,"$1,489"
1191.01,2012.00,middle,62,683,7,1253,1,550,32,804,70,"$2,486"
1191.02,2012.00,middle,54,861,5,702,4,2804,29,1349,63,"$4,367"
1232.00,2012.00,middle,51,500,1,150,5,2068,23,973,57,"$2,718"
1255.00,2012.00,middle,134,1580,10,1981,9,3695,65,2211,153,"$7,256"
1268.00,2012.00,middle,50,415,1,200,3,1801,18,1414,54,"$2,416"
1272.00,2012.00,middle,91,1244,7,1248,8,3350,43,1346,106,"$5,842"
1022.00,2012.00,upper,66,547,2,401,0,0,34,570,68,$948
1031.00,2012.00,upper,36,669,3,570,3,1258,14,895,42,"$2,497"
1034.00,2012.00,upper,30,570,4,664,1,311,24,915,35,"$1,545"
1051.98,2012.00,upper,37,381,1,121,6,3131,22,1285,44,"$3,633"
1052.00,2012.00,upper,10,73,4,462,2,1293,11,1290,16,"$1,828"
1124.00,2012.00,upper,111,1562,3,524,8,2999,51,2164,122,"$5,085"
1141.02,2012.00,upper,60,1041,3,537,1,715,25,416,64,"$2,293"
1192.00,2012.00,upper,20,121,0,0,0,0,8,33,20,$121
1276.00,2012.00,upper,118,1986,10,1728,17,10475,40,1197,145,"$14,189"
1184.00,2012.00,unknown,40,776,2,385,6,4124,5,624,48,"$5,285"
1015.00,2011.00,low,27,435,0,0,1,1000,9,163,28,"$1,435"
1018.00,2011.00,low,40,696,4,805,9,5962,14,621,53,"$7,463"
1053.00,2011.00,low,14,179,2,249,3,1382,11,1000,19,"$1,810"
1054.00,2011.00,low,7,59,0,0,0,0,4,9,7,$59
1061.00,2011.00,low,6,213,1,173,0,0,1,13,7,$386
1062.00,2011.00,low,8,186,0,0,0,0,6,182,8,$186
1063.00,2011.00,low,3,4,0,0,1,500,2,3,4,$504
1066.00,2011.00,low,6,12,0,0,0,0,3,2,6,$12
1074.00,2011.00,low,4,13,0,0,0,0,4,13,4,$13
1075.00,2011.00,low,7,57,0,0,0,0,6,38,7,$57
1084.00,2011.00,low,6,60,1,135,2,801,6,195,9,$996
1097.00,2011.00,low,24,363,0,0,7,3314,12,1049,31,"$3,677"
1102.00,2011.00,low,12,50,0,0,0,0,5,10,12,$50
1103.00,2011.00,low,3,119,1,125,0,0,2,127,4,$244
1104.00,2011.00,low,10,28,0,0,1,254,8,266,11,$282
1105.00,2011.00,low,5,7,0,0,0,0,4,5,5,$7
1111.00,2011.00,low,13,82,1,250,2,1000,6,587,16,"$1,332"
1112.00,2011.00,low,9,89,0,0,0,0,4,75,9,$89
1113.00,2011.00,low,7,76,1,200,0,0,3,13,8,$276
1114.00,2011.00,low,8,225,1,200,2,692,6,477,11,"$1,117"
1115.00,2011.00,low,12,229,1,109,2,850,8,315,15,"$1,188"
1123.00,2011.00,low,6,197,0,0,0,0,2,38,6,$197
1155.00,2011.00,low,27,326,0,0,1,308,14,250,28,$634
1164.00,2011.00,low,27,597,3,588,2,580,20,1181,32,"$1,765"
1181.00,2011.00,low,53,851,2,284,7,3740,19,630,62,"$4,875"
1193.00,2011.00,low,52,759,6,1118,2,1350,20,383,60,"$3,227"
1201.00,2011.00,low,1,0,0,0,0,0,0,0,1,$0
1203.00,2011.00,low,13,128,0,0,0,0,9,113,13,$128
1211.00,2011.00,low,74,1325,5,829,6,2592,30,2426,85,"$4,746"
1212.00,2011.00,low,2,3,0,0,0,0,2,3,2,$3
1213.00,2011.00,low,6,32,0,0,0,0,3,5,6,$32
1224.00,2011.00,low,34,305,5,920,5,3350,19,896,44,"$4,575"
1241.00,2011.00,low,21,65,1,129,0,0,11,160,22,$194
1242.00,2011.00,low,27,345,1,115,1,446,21,865,29,$906
1246.00,2011.00,low,11,332,2,320,2,1300,5,97,15,"$1,952"
1255.00,2011.00,low,133,1879,6,1041,6,2743,55,2087,145,"$5,663"
1257.00,2011.00,low,10,122,0,0,1,824,4,77,11,$946
1266.00,2011.00,low,40,541,7,1306,11,6058,10,518,58,"$7,905"
1267.00,2011.00,low,13,173,2,455,2,650,3,311,17,"$1,278"
1014.00,2011.00,moderate,12,87,0,0,0,0,5,47,12,$87
1021.00,2011.00,moderate,17,130,0,0,0,0,3,17,17,$130
1023.00,2011.00,moderate,13,34,0,0,0,0,6,10,13,$34
1024.00,2011.00,moderate,13,71,1,250,0,0,6,31,14,$321
1034.00,2011.00,moderate,23,336,4,740,0,0,16,223,27,"$1,076"
1037.00,2011.00,moderate,35,403,0,0,2,800,16,186,37,"$1,203"
1041.00,2011.00,moderate,36,315,1,140,0,0,17,150,37,$455
1045.00,2011.00,moderate,106,1615,11,2009,18,9742,56,6060,135,"$13,366"
1052.00,2011.00,moderate,21,313,3,480,0,0,14,396,24,$793
1055.00,2011.00,moderate,18,190,0,0,1,285,11,47,19,$475
1064.00,2011.00,moderate,12,20,0,0,0,0,6,6,12,$20
1065.00,2011.00,moderate,7,50,0,0,1,500,3,5,8,$550
1067.00,2011.00,moderate,13,142,0,0,1,260,10,381,14,$402
1071.00,2011.00,moderate,16,254,0,0,6,3456,4,1485,22,"$3,710"
1072.00,2011.00,moderate,6,25,0,0,0,0,5,24,6,$25
1073.00,2011.00,moderate,16,67,0,0,0,0,5,24,16,$67
1076.00,2011.00,moderate,8,77,0,0,1,450,3,18,9,$527
1077.00,2011.00,moderate,6,33,0,0,0,0,2,7,6,$33
1081.00,2011.00,moderate,17,45,1,191,0,0,10,221,18,$236
1083.00,2011.00,moderate,3,35,0,0,0,0,2,20,3,$35
1085.00,2011.00,moderate,14,299,6,1060,4,2204,3,309,24,"$3,563"
1096.00,2011.00,moderate,21,311,1,224,0,0,6,66,22,$535
1101.00,2011.00,moderate,6,36,0,0,0,0,5,33,6,$36
1122.00,2011.00,moderate,6,66,1,135,1,324,6,521,8,$525
1134.00,2011.00,moderate,56,483,4,745,7,3638,38,161,67,"$4,866"
1151.00,2011.00,moderate,20,403,0,0,3,1667,11,867,23,"$2,070"
1152.00,2011.00,moderate,45,854,6,1052,11,4846,17,1470,62,"$6,752"
1153.00,2011.00,moderate,24,216,0,0,5,2385,9,907,29,"$2,601"
1154.00,2011.00,moderate,15,350,2,373,1,618,8,419,18,"$1,341"
1156.00,2011.00,moderate,13,147,0,0,1,365,7,472,14,$512
1157.00,2011.00,moderate,16,46,3,452,1,600,10,190,20,"$1,098"
1161.00,2011.00,moderate,25,309,1,228,0,0,19,478,26,$537
1162.00,2011.00,moderate,42,782,2,371,2,1336,25,1092,46,"$2,489"
1163.00,2011.00,moderate,40,532,1,129,5,1756,31,1382,46,"$2,417"
1165.00,2011.00,moderate,22,264,1,170,1,400,14,301,24,$834
1172.00,2011.00,moderate,30,333,1,150,0,0,23,207,31,$483
1173.00,2011.00,moderate,22,386,1,200,2,820,18,1310,25,"$1,406"
1174.00,2011.00,moderate,46,593,6,805,1,255,26,894,53,"$1,653"
1184.00,2011.00,moderate,37,399,1,245,6,4220,9,754,44,"$4,864"
1185.00,2011.00,moderate,13,142,0,0,3,1758,3,473,16,"$1,900"
1186.00,2011.00,moderate,84,1162,4,714,4,2538,29,570,92,"$4,414"
1202.00,2011.00,moderate,4,9,0,0,0,0,0,0,4,$9
1221.00,2011.00,moderate,25,238,2,332,0,0,10,81,27,$570
1231.00,2011.00,moderate,28,282,3,647,1,300,18,851,32,"$1,229"
1232.00,2011.00,moderate,33,361,2,400,4,1504,22,1078,39,"$2,265"
1233.00,2011.00,moderate,44,801,5,940,6,2661,26,2391,55,"$4,402"
1234.00,2011.00,moderate,61,926,4,816,4,1231,26,970,69,"$2,973"
1243.00,2011.00,moderate,49,883,3,596,1,281,30,1012,53,"$1,760"
1256.00,2011.00,moderate,237,4374,36,6930,47,24007,88,5900,320,"$35,311"
1011.00,2011.00,middle,16,133,0,0,0,0,12,109,16,$133
1012.00,2011.00,middle,13,58,0,0,0,0,6,35,13,$58
1013.00,2011.00,middle,20,150,1,150,0,0,10,93,21,$300
1022.00,2011.00,middle,67,752,0,0,1,590,42,1133,68,"$1,342"
1025.00,2011.00,middle,24,306,1,153,0,0,10,297,25,$459
1031.00,2011.00,middle,41,510,1,250,2,644,25,1135,44,"$1,404"
1036.00,2011.00,middle,42,536,1,195,8,4579,17,648,51,"$5,310"
1038.00,2011.00,middle,21,261,1,150,0,0,11,299,22,$411
1039.00,2011.00,middle,25,191,1,200,1,500,3,15,27,$891
1042.00,2011.00,middle,23,103,0,0,0,0,15,75,23,$103
1051.98,2011.00,middle,50,636,3,493,9,4088,15,484,62,"$5,217"
1082.00,2011.00,middle,10,66,0,0,0,0,5,18,10,$66
1121.00,2011.00,middle,63,728,3,585,3,1927,34,2684,69,"$3,240"
1131.00,2011.00,middle,31,630,3,515,1,256,20,906,35,"$1,401"
1135.00,2011.00,middle,80,1489,6,1182,11,6051,28,2458,97,"$8,722"
1141.00,2011.00,middle,87,1170,4,770,5,3107,63,3976,96,"$5,047"
1142.00,2011.00,middle,46,489,3,582,0,0,22,102,49,"$1,071"
1143.00,2011.00,middle,66,650,0,0,4,1784,37,327,70,"$2,434"
1171.00,2011.00,middle,42,520,2,268,6,2725,20,423,50,"$3,513"
1191.00,2011.00,middle,102,1022,7,1181,9,4789,57,1300,118,"$6,992"
1192.00,2011.00,middle,22,106,0,0,1,444,14,525,23,$550
1124.00,2011.00,upper,108,1312,12,1913,7,3852,69,3481,127,"$7,077"
1214.00,2011.00,unknown,66,1009,7,1227,14,6951,27,1526,87,"$9,187"
1222.00,2011.00,unknown,22,462,2,400,2,795,9,895,26,"$1,657"
1235.00,2011.00,unknown,35,523,6,922,13,8486,7,2025,54,"$9,931"
1015.00,2010.00,low,23,311,1,141,1,1000,6,117,25,"$1,452"
1018.00,2010.00,low,42,870,3,525,5,3500,14,1032,50,"$4,895"
1053.00,2010.00,low,18,209,0,0,2,1300,3,66,20,"$1,509"
1054.00,2010.00,low,5,45,0,0,0,0,2,17,5,$45
1061.00,2010.00,low,6,159,1,217,0,0,0,0,7,$376
1062.00,2010.00,low,6,136,1,125,0,0,2,127,7,$261
1063.00,2010.00,low,6,29,0,0,0,0,3,7,6,$29
1066.00,2010.00,low,2,18,0,0,0,0,2,18,2,$18
1074.00,2010.00,low,4,29,0,0,0,0,1,6,4,$29
1075.00,2010.00,low,4,20,0,0,1,370,2,7,5,$390
1084.00,2010.00,low,10,137,2,319,2,622,8,389,14,"$1,078"
1097.00,2010.00,low,21,312,1,175,4,2075,8,120,26,"$2,562"
1102.00,2010.00,low,4,23,0,0,0,0,1,2,4,$23
1103.00,2010.00,low,7,102,1,142,0,0,4,59,8,$244
1104.00,2010.00,low,1,5,0,0,0,0,0,0,1,$5
1105.00,2010.00,low,2,3,0,0,0,0,1,1,2,$3
1111.00,2010.00,low,8,110,3,650,0,0,6,555,11,$760
1112.00,2010.00,low,5,57,0,0,0,0,2,35,5,$57
1113.00,2010.00,low,2,2,0,0,0,0,1,1,2,$2
1114.00,2010.00,low,3,40,0,0,4,1778,3,356,7,"$1,818"
1115.00,2010.00,low,4,39,0,0,1,320,1,20,5,$359
1123.00,2010.00,low,4,174,0,0,0,0,2,71,4,$174
1155.00,2010.00,low,10,97,0,0,0,0,5,63,10,$97
1164.00,2010.00,low,21,199,2,219,0,0,14,399,23,$418
1181.00,2010.00,low,52,730,5,1127,11,5895,14,1114,68,"$7,752"
1193.00,2010.00,low,47,689,2,349,6,4248,14,2172,55,"$5,286"
1201.00,2010.00,low,3,10,0,0,0,0,1,5,3,$10
1203.00,2010.00,low,11,203,1,250,0,0,5,179,12,$453
1211.00,2010.00,low,38,608,6,912,4,2141,21,1863,48,"$3,661"
1212.00,2010.00,low,1,1,0,0,1,280,1,280,2,$281
1213.00,2010.00,low,5,58,1,115,0,0,1,20,6,$173
1224.00,2010.00,low,34,420,5,1032,10,5620,20,2335,49,"$7,072"
1241.00,2010.00,low,12,225,0,0,0,0,6,106,12,$225
1242.00,2010.00,low,12,184,1,165,1,428,6,506,14,$777
1246.00,2010.00,low,10,201,1,174,2,1350,5,340,13,"$1,725"
1255.00,2010.00,low,123,1914,7,1417,7,3905,61,4233,137,"$7,236"
1257.00,2010.00,low,7,78,1,250,5,3562,4,800,13,"$3,890"
1266.00,2010.00,low,30,367,4,835,5,2398,13,885,39,"$3,600"
1267.00,2010.00,low,20,445,3,641,3,2200,9,624,26,"$3,286"
1014.00,2010.00,moderate,10,66,0,0,0,0,3,28,10,$66
1021.00,2010.00,moderate,12,147,0,0,0,0,4,32,12,$147
1023.00,2010.00,moderate,7,111,0,0,0,0,6,108,7,$111
1024.00,2010.00,moderate,9,50,3,638,1,279,7,420,13,$967
1034.00,2010.00,moderate,21,217,1,180,1,554,7,141,23,$951
1037.00,2010.00,moderate,40,493,1,188,0,0,20,519,41,$681
1041.00,2010.00,moderate,18,193,2,328,0,0,9,415,20,$521
1045.00,2010.00,moderate,89,1211,10,1936,13,8732,25,3050,112,"$11,879"
1052.00,2010.00,moderate,24,183,3,593,1,725,12,1094,28,"$1,501"
1055.00,2010.00,moderate,11,93,0,0,1,285,4,48,12,$378
1064.00,2010.00,moderate,8,81,0,0,0,0,4,30,8,$81
1065.00,2010.00,moderate,5,99,0,0,1,500,1,6,6,$599
1067.00,2010.00,moderate,6,19,1,180,0,0,3,7,7,$199
1071.00,2010.00,moderate,26,434,0,0,6,2892,11,1365,32,"$3,326"
1072.00,2010.00,moderate,2,36,0,0,0,0,2,36,2,$36
1073.00,2010.00,moderate,16,147,0,0,0,0,10,126,16,$147
1076.00,2010.00,moderate,3,28,0,0,2,1450,1,3,5,"$1,478"
1077.00,2010.00,moderate,7,109,0,0,0,0,7,109,7,$109
1081.00,2010.00,moderate,2,6,0,0,0,0,1,2,2,$6
1083.00,2010.00,moderate,11,31,1,155,1,400,4,401,13,$586
1085.00,2010.00,moderate,14,208,3,625,5,3182,3,388,22,"$4,015"
1096.00,2010.00,moderate,16,306,0,0,0,0,4,51,16,$306
1101.00,2010.00,moderate,4,53,0,0,0,0,2,11,4,$53
1122.00,2010.00,moderate,9,201,0,0,0,0,4,172,9,$201
1134.00,2010.00,moderate,64,720,3,490,7,3545,41,799,74,"$4,755"
1151.00,2010.00,moderate,10,98,1,180,2,1050,7,76,13,"$1,328"
1152.00,2010.00,moderate,36,628,3,460,5,1750,13,233,44,"$2,838"
1153.00,2010.00,moderate,22,558,3,716,5,2296,8,188,30,"$3,570"
1154.00,2010.00,moderate,10,302,0,0,2,1500,6,1615,12,"$1,802"
1156.00,2010.00,moderate,14,131,0,0,0,0,7,102,14,$131
1157.00,2010.00,moderate,10,131,1,224,1,400,4,109,12,$755
1161.00,2010.00,moderate,16,312,0,0,0,0,9,200,16,$312
1162.00,2010.00,moderate,37,264,2,350,0,0,13,271,39,$614
1163.00,2010.00,moderate,36,772,4,728,4,1653,23,1515,44,"$3,153"
1165.00,2010.00,moderate,19,116,0,0,1,400,8,44,20,$516
1172.00,2010.00,moderate,22,335,3,410,0,0,14,146,25,$745
1173.00,2010.00,moderate,15,407,2,350,1,412,9,691,18,"$1,169"
1174.00,2010.00,moderate,25,351,1,134,1,300,14,266,27,$785
1184.00,2010.00,moderate,27,299,4,675,6,3667,5,526,37,"$4,641"
1185.00,2010.00,moderate,9,117,0,0,1,300,2,16,10,$417
1186.00,2010.00,moderate,65,961,8,1266,9,4746,22,1943,82,"$6,973"
1202.00,2010.00,moderate,5,50,0,0,0,0,1,1,5,$50
1221.00,2010.00,moderate,22,363,2,352,0,0,8,193,24,$715
1231.00,2010.00,moderate,24,303,1,220,3,1321,7,385,28,"$1,844"
1232.00,2010.00,moderate,40,329,3,500,4,1980,22,1569,47,"$2,809"
1233.00,2010.00,moderate,35,441,2,295,3,1488,17,1436,40,"$2,224"
1234.00,2010.00,moderate,50,714,8,1585,8,3829,22,1003,66,"$6,128"
1243.00,2010.00,moderate,46,733,2,285,2,1119,22,414,50,"$2,137"
1256.00,2010.00,moderate,229,3915,32,6089,56,30187,87,6780,317,"$40,191"
1011.00,2010.00,middle,7,163,0,0,0,0,6,156,7,$163
1012.00,2010.00,middle,10,84,1,130,1,480,6,145,12,$694
1013.00,2010.00,middle,17,78,0,0,1,634,10,55,18,$712
1022.00,2010.00,middle,60,579,1,249,1,316,34,320,62,"$1,144"
1025.00,2010.00,middle,9,162,1,247,0,0,7,311,10,$409
1031.00,2010.00,middle,33,418,2,460,3,1623,12,1197,38,"$2,501"
1036.00,2010.00,middle,36,362,3,525,10,5834,14,883,49,"$6,721"
1038.00,2010.00,middle,18,237,2,354,0,0,12,551,20,$591
1039.00,2010.00,middle,24,151,4,814,6,4385,7,857,34,"$5,350"
1042.00,2010.00,middle,15,103,1,150,1,350,10,84,17,$603
1051.98,2010.00,middle,43,406,2,346,6,3116,22,1841,51,"$3,868"
1082.00,2010.00,middle,5,9,0,0,0,0,1,1,5,$9
1121.00,2010.00,middle,45,424,0,0,2,891,14,718,47,"$1,315"
1131.00,2010.00,middle,24,239,0,0,0,0,10,61,24,$239
1135.00,2010.00,middle,95,1517,14,2290,14,7192,52,4138,123,"$10,999"
1141.00,2010.00,middle,71,710,6,1092,5,2733,36,3038,82,"$4,535"
1142.00,2010.00,middle,30,279,1,232,0,0,14,94,31,$511
1143.00,2010.00,middle,39,456,1,170,1,377,20,800,41,"$1,003"
1171.00,2010.00,middle,20,218,2,303,5,2549,8,840,27,"$3,070"
1191.00,2010.00,middle,79,1054,7,1211,6,3737,33,2106,92,"$6,002"
1192.00,2010.00,middle,23,122,0,0,1,475,6,48,24,$597
1124.00,2010.00,upper,90,1013,13,2066,4,1722,42,2887,107,"$4,801"
1214.00,2010.00,unknown,48,908,6,1220,9,5320,19,2476,63,"$7,448"
1222.00,2010.00,unknown,22,234,1,200,1,317,2,334,24,$751
1235.00,2010.00,unknown,34,435,6,1156,7,3797,6,615,47,"$5,388"
