Name,OBJECTID,COLOR_2,Population,White,Blk_AfAm,AmInd_AkNa,Asian,NatHaw_Pac,Other_Race,TwoOrMore,Hisp_Lat,Male,Female,AGE0_4,AGE5_11,AGE12_14,AGE15_17,AGE18_24,AGE25_34,AGE35_44,AGE45_64,AGE65ovr,Families,Married,Married18,MaleHH,MaleHH18,FemaleHH,FemaleHH18,Housing,Occupied,Occ_Own,Occ_Rent,Vacant,Vac_Rent,Vac_Sale,Vac_Other,geodataEGI,Pop_dens,Pop_chng,HH_chng,AveHHsize
Lower Herring Run Park,139,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08696272,0.0,0.0,0.0,0.0
Loyola/Notre Dame,140,3,3208.0,2780.0,188.0,7.0,108.0,1,40.0,84.0,158.0,1195.0,2013.0,2.0,0.0,2.0,6.0,3132.0,32.0,3.0,22.0,9.0,13.0,11.0,4.0,1.0,0.0,1.0,0.0,15.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0.30078127,10665.5576581,-864.0,-481.0,2.66667008
Lucille Park,141,5,567.0,9.0,548.0,3.0,1.0,0,0.0,6.0,5.0,301.0,266.0,40.0,48.0,11.0,24.0,64.0,59.0,99.0,172.0,50.0,110.0,26.0,8.0,11.0,5.0,73.0,28.0,220.0,159.0,75.0,84.0,61.0,7.0,1.0,53.0,0.10481052,5409.76194567,51.0,-1.0,3.05660009
Madison Park,142,1,2134.0,305.0,1730.0,8.0,31.0,2,9.0,49.0,38.0,986.0,1148.0,191.0,215.0,62.0,65.0,317.0,379.0,237.0,502.0,166.0,403.0,93.0,25.0,39.0,20.0,271.0,191.0,1316.0,1033.0,101.0,932.0,283.0,147.0,13.0,123.0,0.15908533,13414.1842004,-6.0,-55.0,1.98837995
Madison-Eastend,143,2,2487.0,54.0,2371.0,10.0,6.0,0,15.0,31.0,53.0,1141.0,1346.0,271.0,297.0,112.0,152.0,293.0,316.0,294.0,555.0,197.0,599.0,151.0,54.0,66.0,27.0,382.0,200.0,916.0,746.0,312.0,434.0,170.0,73.0,6.0,91.0,0.104293,23846.2791761,30.0,1.0,3.31903004
Mayfield,144,4,861.0,638.0,166.0,1.0,17.0,0,3.0,36.0,24.0,404.0,457.0,59.0,43.0,25.0,27.0,63.0,96.0,126.0,328.0,94.0,224.0,172.0,66.0,10.0,3.0,42.0,18.0,375.0,354.0,319.0,35.0,21.0,2.0,9.0,10.0,0.13002813,6621.6436321,-95.0,-15.0,2.41525006
McElderry Park,145,3,4033.0,382.0,3238.0,33.0,48.0,0,190.0,142.0,473.0,1916.0,2117.0,411.0,524.0,202.0,230.0,533.0,615.0,522.0,790.0,206.0,877.0,229.0,107.0,109.0,43.0,539.0,325.0,1719.0,1172.0,341.0,831.0,547.0,187.0,52.0,308.0,0.12646332,31890.6680099,-426.0,-156.0,3.43857002
Medfield,146,3,2748.0,2074.0,337.0,7.0,216.0,0,48.0,66.0,113.0,1323.0,1425.0,141.0,158.0,77.0,58.0,251.0,671.0,425.0,669.0,298.0,634.0,419.0,149.0,50.0,28.0,165.0,84.0,1406.0,1327.0,787.0,540.0,79.0,39.0,17.0,23.0,0.2601958,10561.277269,-12.0,-8.0,2.07083988
Medford,147,3,1412.0,664.0,379.0,16.0,35.0,2,251.0,65.0,423.0,721.0,691.0,107.0,101.0,25.0,46.0,165.0,281.0,202.0,342.0,143.0,317.0,152.0,50.0,56.0,21.0,109.0,56.0,610.0,578.0,202.0,376.0,32.0,21.0,2.0,9.0,0.154009,9168.29518053,229.0,24.0,2.44290995
Mid-Govans,148,4,1465.0,135.0,1271.0,2.0,21.0,0,1.0,35.0,18.0,661.0,804.0,103.0,150.0,66.0,77.0,153.0,188.0,185.0,390.0,153.0,352.0,149.0,58.0,30.0,14.0,173.0,78.0,596.0,512.0,349.0,163.0,84.0,27.0,13.0,44.0,0.12883738,11370.9227161,-75.0,-47.0,2.84570002
Mid-Town Belvedere,149,3,3830.0,2298.0,1001.0,17.0,329.0,0,39.0,146.0,178.0,1957.0,1873.0,66.0,45.0,9.0,15.0,655.0,1468.0,520.0,761.0,291.0,365.0,261.0,37.0,42.0,9.0,62.0,21.0,3005.0,2550.0,413.0,2137.0,455.0,263.0,31.0,161.0,0.2209043,17337.8239361,636.0,325.0,1.44471001
Middle Branch/Reedbird Parks,150,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36427893,0.0,0.0,0.0,0.0
Middle East,151,1,1484.0,54.0,1408.0,2.0,6.0,0,8.0,6.0,26.0,667.0,817.0,117.0,152.0,41.0,63.0,158.0,174.0,146.0,376.0,257.0,313.0,86.0,23.0,43.0,15.0,184.0,100.0,913.0,628.0,155.0,473.0,285.0,32.0,7.0,246.0,0.19801392,7494.42229724,-2069.0,-518.0,2.33438992
Midtown-Edmondson,152,2,1663.0,19.0,1623.0,1.0,1.0,0,5.0,14.0,7.0,807.0,856.0,102.0,174.0,56.0,88.0,206.0,199.0,179.0,474.0,185.0,382.0,99.0,26.0,50.0,12.0,233.0,94.0,1112.0,544.0,211.0,333.0,568.0,28.0,10.0,530.0,0.14956529,11118.8898587,-665.0,-255.0,3.0569899
Millhill,153,2,1787.0,711.0,917.0,8.0,36.0,1,54.0,60.0,93.0,846.0,941.0,149.0,202.0,76.0,92.0,191.0,227.0,200.0,466.0,184.0,374.0,159.0,66.0,40.0,13.0,175.0,103.0,843.0,672.0,224.0,448.0,171.0,36.0,10.0,125.0,0.20979569,8517.81061801,-63.0,-34.0,2.65922999
Milton-Montford,154,5,1391.0,21.0,1305.0,9.0,10.0,0,23.0,23.0,39.0,623.0,768.0,153.0,162.0,58.0,61.0,200.0,188.0,154.0,327.0,88.0,315.0,67.0,33.0,56.0,17.0,192.0,92.0,744.0,416.0,139.0,277.0,328.0,39.0,6.0,283.0,0.056786,24495.4721484,-156.0,-63.0,3.34375
Mondawmin,155,2,3512.0,41.0,3374.0,13.0,13.0,2,14.0,55.0,51.0,1488.0,2024.0,180.0,256.0,115.0,136.0,902.0,370.0,314.0,786.0,453.0,643.0,178.0,51.0,92.0,27.0,373.0,160.0,1522.0,1145.0,478.0,667.0,377.0,79.0,11.0,287.0,0.38277174,9175.18081482,-44.0,-170.0,2.5301299
Montebello,156,1,117.0,19.0,84.0,0.0,1.0,0,8.0,5.0,8.0,53.0,64.0,24.0,19.0,8.0,4.0,5.0,23.0,11.0,19.0,4.0,7.0,5.0,3.0,1.0,1.0,1.0,0.0,22.0,16.0,11.0,5.0,6.0,3.0,0.0,3.0,0.4641626,252.06683566,-361.0,-2.0,2.625
Moravia-Walther,157,5,999.0,375.0,582.0,3.0,5.0,0,3.0,31.0,21.0,473.0,526.0,63.0,79.0,33.0,38.0,88.0,113.0,177.0,312.0,96.0,256.0,159.0,66.0,16.0,9.0,81.0,37.0,432.0,409.0,338.0,71.0,23.0,8.0,9.0,6.0,0.13101388,7625.14614876,-79.0,-5.0,2.42543005
Morgan Park,158,3,256.0,3.0,243.0,0.0,0.0,0,0.0,10.0,1.0,113.0,143.0,11.0,15.0,7.0,8.0,17.0,23.0,27.0,76.0,72.0,69.0,45.0,6.0,3.0,1.0,21.0,5.0,121.0,114.0,100.0,14.0,7.0,2.0,0.0,5.0,0.07261075,3525.64840891,0.0,0.0,2.24560999
Morgan State University,159,2,1790.0,48.0,1698.0,2.0,14.0,1,0.0,27.0,5.0,769.0,1021.0,4.0,4.0,1.0,26.0,1686.0,41.0,9.0,15.0,4.0,9.0,2.0,0.0,2.0,1.0,5.0,3.0,37.0,25.0,5.0,20.0,12.0,9.0,2.0,1.0,0.26376592,6786.32002667,1790.0,25.0,2.27999997
Morrell Park,160,5,4204.0,3208.0,586.0,26.0,132.0,9,114.0,129.0,217.0,2058.0,2146.0,277.0,349.0,162.0,124.0,393.0,685.0,543.0,1153.0,518.0,977.0,561.0,195.0,104.0,45.0,312.0,141.0,1832.0,1688.0,1127.0,561.0,144.0,27.0,30.0,87.0,0.83863166,5012.92782167,49.0,0.0,2.49052
Mosher,161,3,1589.0,15.0,1542.0,7.0,4.0,0,0.0,21.0,17.0,701.0,888.0,124.0,156.0,68.0,80.0,199.0,170.0,171.0,410.0,211.0,387.0,87.0,30.0,61.0,22.0,239.0,100.0,786.0,548.0,233.0,315.0,238.0,68.0,12.0,158.0,0.11526371,13785.7784128,-420.0,-120.0,2.86679005
New Southwest/Mount Clare,162,2,2313.0,764.0,1190.0,27.0,67.0,0,165.0,100.0,267.0,1143.0,1170.0,224.0,260.0,109.0,112.0,260.0,361.0,305.0,528.0,154.0,456.0,148.0,76.0,97.0,33.0,211.0,123.0,1141.0,751.0,257.0,494.0,390.0,46.0,49.0,295.0,0.11823957,19561.9790285,-80.0,-71.0,2.94007992
Mount Holly,163,4,1279.0,21.0,1238.0,0.0,2.0,0,5.0,13.0,14.0,656.0,623.0,71.0,98.0,49.0,71.0,113.0,142.0,178.0,415.0,142.0,283.0,93.0,28.0,47.0,16.0,143.0,70.0,705.0,495.0,195.0,300.0,210.0,85.0,9.0,116.0,0.12392056,10321.1282764,-381.0,-122.0,2.48283004
Mount Vernon,164,5,4818.0,2842.0,1257.0,12.0,458.0,3,67.0,179.0,229.0,2379.0,2439.0,71.0,38.0,14.0,24.0,1053.0,1740.0,521.0,670.0,687.0,424.0,291.0,46.0,35.0,14.0,98.0,38.0,3860.0,3352.0,241.0,3111.0,508.0,298.0,7.0,203.0,0.22666112,21256.4020821,299.0,322.0,1.36545002
Mount Washington,165,4,3878.0,2804.0,822.0,11.0,81.0,3,37.0,120.0,107.0,1760.0,2118.0,221.0,312.0,144.0,132.0,155.0,443.0,580.0,1253.0,638.0,1001.0,802.0,330.0,45.0,22.0,154.0,85.0,1721.0,1649.0,1298.0,351.0,72.0,17.0,27.0,28.0,1.24104049,3124.79731984,-2.0,-15.0,2.30079007
Mount Winans,166,4,748.0,21.0,709.0,3.0,3.0,0,0.0,12.0,15.0,323.0,425.0,59.0,85.0,26.0,36.0,74.0,85.0,86.0,207.0,90.0,192.0,55.0,15.0,17.0,6.0,120.0,55.0,372.0,286.0,179.0,107.0,86.0,9.0,2.0,75.0,0.07656696,9769.22646614,-282.0,-57.0,2.61538004
Mt Pleasant Park,167,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25298873,0.0,0.0,0.0,0.0
New Northwood,168,4,4972.0,134.0,4677.0,7.0,30.0,1,46.0,77.0,102.0,2272.0,2700.0,286.0,313.0,154.0,231.0,1013.0,611.0,529.0,1148.0,687.0,1174.0,467.0,123.0,107.0,41.0,600.0,264.0,2092.0,1940.0,959.0,981.0,152.0,73.0,24.0,55.0,0.32088432,15494.6800474,-2028.0,-69.0,2.39123988
North Harford Road,169,2,5380.0,3437.0,1672.0,13.0,50.0,2,99.0,107.0,251.0,2583.0,2797.0,356.0,429.0,160.0,171.0,442.0,808.0,842.0,1487.0,685.0,1352.0,875.0,353.0,138.0,50.0,339.0,153.0,2421.0,2221.0,1780.0,441.0,200.0,63.0,51.0,86.0,0.63995986,8406.77716406,102.0,-34.0,2.42188
North Roland Park/Poplar Hill,170,3,1450.0,992.0,169.0,1.0,262.0,0,1.0,25.0,19.0,708.0,742.0,70.0,100.0,57.0,58.0,106.0,170.0,196.0,440.0,253.0,364.0,310.0,123.0,10.0,5.0,44.0,29.0,663.0,620.0,361.0,259.0,43.0,13.0,10.0,20.0,0.61312719,2364.92526665,196.0,33.0,2.33871006
Northwest Community Action,171,3,1896.0,18.0,1823.0,5.0,0.0,0,3.0,47.0,25.0,846.0,1050.0,129.0,199.0,92.0,86.0,226.0,196.0,233.0,508.0,227.0,415.0,110.0,39.0,52.0,13.0,253.0,116.0,782.0,616.0,326.0,290.0,166.0,39.0,11.0,116.0,0.11595587,16351.0475468,-184.0,-85.0,2.99025988
O'Donnell Heights,172,5,763.0,80.0,653.0,1.0,0.0,0,6.0,23.0,37.0,273.0,490.0,115.0,134.0,45.0,47.0,85.0,111.0,65.0,123.0,38.0,206.0,13.0,6.0,8.0,2.0,185.0,130.0,289.0,275.0,6.0,269.0,14.0,2.0,3.0,9.0,0.15790099,4832.1419006,-1311.0,-416.0,2.77454996
Oakenshawe,173,1,1144.0,823.0,130.0,2.0,134.0,1,18.0,36.0,50.0,604.0,540.0,49.0,53.0,18.0,15.0,280.0,218.0,169.0,249.0,93.0,180.0,132.0,55.0,16.0,7.0,32.0,14.0,575.0,505.0,262.0,243.0,70.0,30.0,17.0,23.0,0.06250668,18302.0420396,65.0,6.0,2.2653501
Oaklee,174,5,754.0,445.0,241.0,4.0,27.0,1,12.0,24.0,41.0,364.0,390.0,41.0,60.0,14.0,9.0,101.0,185.0,98.0,182.0,64.0,163.0,79.0,28.0,29.0,13.0,55.0,21.0,405.0,384.0,107.0,277.0,21.0,15.0,2.0,4.0,0.04074534,18505.1794228,1.0,-22.0,1.96353995
Oldtown,175,2,2658.0,35.0,2535.0,2.0,38.0,1,3.0,44.0,11.0,1068.0,1590.0,286.0,367.0,110.0,129.0,232.0,405.0,243.0,636.0,250.0,632.0,102.0,31.0,49.0,21.0,481.0,335.0,1231.0,1177.0,168.0,1009.0,54.0,28.0,9.0,17.0,0.16738106,15879.9328795,-883.0,-401.0,2.24809002
Oliver,176,4,4153.0,55.0,4016.0,6.0,11.0,1,8.0,56.0,39.0,1896.0,2257.0,302.0,342.0,172.0,228.0,460.0,455.0,460.0,1210.0,524.0,932.0,189.0,62.0,132.0,39.0,611.0,281.0,2514.0,1591.0,594.0,997.0,923.0,111.0,39.0,773.0,0.26293101,15795.0172638,-1320.0,-359.0,2.60778999
Orangeville,177,1,202.0,145.0,25.0,2.0,1.0,1,17.0,11.0,23.0,99.0,103.0,15.0,11.0,8.0,4.0,24.0,27.0,29.0,55.0,29.0,44.0,30.0,11.0,6.0,1.0,8.0,4.0,101.0,85.0,62.0,23.0,16.0,2.0,7.0,7.0,0.36951726,546.65916693,-80.0,1.0,2.35294008
Orangeville Industrial Area,178,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44537248,0.0,0.0,0.0,0.0
Original Northwood,179,3,1241.0,465.0,684.0,7.0,14.0,1,25.0,45.0,55.0,645.0,596.0,72.0,76.0,29.0,33.0,84.0,186.0,148.0,400.0,213.0,280.0,181.0,70.0,22.0,6.0,77.0,31.0,545.0,518.0,376.0,142.0,27.0,6.0,8.0,13.0,0.17242944,7197.1466514,1.0,17.0,2.18146991
Otterbein,180,2,1823.0,1406.0,282.0,8.0,78.0,4,19.0,26.0,50.0,826.0,997.0,68.0,44.0,10.0,14.0,112.0,323.0,179.0,461.0,612.0,336.0,279.0,61.0,13.0,5.0,44.0,19.0,1275.0,1162.0,439.0,723.0,113.0,61.0,10.0,42.0,0.10251737,17782.3512566,-402.0,-59.0,1.56885004
Overlea,181,4,774.0,506.0,235.0,3.0,6.0,0,13.0,11.0,21.0,381.0,393.0,43.0,59.0,25.0,33.0,43.0,104.0,113.0,251.0,103.0,174.0,101.0,41.0,21.0,3.0,52.0,31.0,324.0,297.0,236.0,61.0,27.0,6.0,7.0,14.0,0.30430461,2543.50395506,63.0,14.0,2.52862
Panway/Braddish Avenue,182,4,1221.0,10.0,1197.0,1.0,0.0,2,0.0,11.0,4.0,508.0,713.0,62.0,90.0,63.0,60.0,123.0,129.0,151.0,359.0,184.0,313.0,102.0,31.0,26.0,10.0,185.0,77.0,574.0,507.0,343.0,164.0,67.0,22.0,8.0,37.0,0.08114838,15046.5096757,-21.0,-33.0,2.40827989
Park Circle,183,5,3153.0,65.0,3006.0,10.0,9.0,1,21.0,41.0,44.0,1463.0,1690.0,213.0,264.0,125.0,157.0,293.0,341.0,321.0,976.0,463.0,652.0,195.0,69.0,80.0,19.0,377.0,149.0,1560.0,1270.0,426.0,844.0,290.0,80.0,35.0,175.0,0.31055601,10152.7579256,-680.0,-174.0,2.44566988
Parklane,184,1,2049.0,46.0,1967.0,9.0,7.0,0,4.0,16.0,20.0,905.0,1144.0,176.0,197.0,77.0,92.0,231.0,289.0,215.0,523.0,249.0,509.0,151.0,54.0,64.0,23.0,294.0,154.0,814.0,719.0,324.0,395.0,95.0,36.0,6.0,53.0,0.12385896,16543.0087714,-80.0,-37.0,2.7246201
Parkside,185,5,2683.0,281.0,2231.0,10.0,88.0,0,14.0,59.0,28.0,1261.0,1422.0,178.0,240.0,101.0,110.0,329.0,408.0,369.0,777.0,171.0,694.0,278.0,114.0,74.0,26.0,342.0,165.0,1190.0,1113.0,575.0,538.0,77.0,40.0,12.0,25.0,0.11749987,22834.0669443,134.0,40.0,2.41059994
Parkview/Woodbrook,186,5,1981.0,35.0,1889.0,3.0,3.0,0,9.0,42.0,25.0,924.0,1057.0,156.0,157.0,89.0,105.0,220.0,227.0,242.0,602.0,183.0,407.0,114.0,37.0,58.0,26.0,235.0,109.0,1105.0,755.0,292.0,463.0,350.0,75.0,8.0,267.0,0.0985475,20101.9805228,-353.0,-144.0,2.61059999
Patterson Park,187,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22589095,0.0,0.0,0.0,0.0
Patterson Place,188,4,1165.0,558.0,413.0,14.0,32.0,1,114.0,33.0,270.0,602.0,563.0,78.0,92.0,31.0,35.0,130.0,336.0,200.0,205.0,58.0,223.0,104.0,46.0,32.0,15.0,87.0,44.0,573.0,432.0,211.0,221.0,141.0,55.0,38.0,48.0,0.03800757,30651.7870622,-61.0,-8.0,2.68518996
Pen Lucy,189,1,3078.0,152.0,2838.0,16.0,4.0,3,20.0,45.0,43.0,1383.0,1695.0,245.0,265.0,117.0,140.0,331.0,455.0,384.0,826.0,315.0,680.0,211.0,75.0,86.0,38.0,383.0,201.0,1483.0,1250.0,438.0,812.0,233.0,160.0,24.0,49.0,0.17157715,17939.4508092,-184.0,-62.0,2.43440008
Penn North,190,1,1846.0,19.0,1780.0,3.0,5.0,0,4.0,35.0,10.0,849.0,997.0,153.0,154.0,82.0,95.0,201.0,228.0,243.0,467.0,223.0,392.0,109.0,51.0,54.0,15.0,229.0,95.0,1074.0,686.0,244.0,442.0,388.0,75.0,6.0,307.0,0.13520164,13653.6800368,-496.0,-164.0,2.69095993
Penn-Fallsway,191,3,6423.0,967.0,5374.0,5.0,9.0,3,52.0,13.0,147.0,5866.0,557.0,9.0,25.0,7.0,107.0,1524.0,1916.0,1434.0,1352.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.13446333,47767.6694277,0.0,0.0,1.0
Penrose/Fayette Street Outreach,192,5,3266.0,41.0,3167.0,11.0,2.0,0,4.0,41.0,22.0,1554.0,1712.0,203.0,278.0,131.0,151.0,364.0,346.0,341.0,926.0,526.0,737.0,202.0,43.0,106.0,23.0,429.0,167.0,1579.0,1174.0,540.0,634.0,405.0,63.0,16.0,326.0,0.35292928,9253.97836011,-542.0,-132.0,2.77256989
Perkins Homes,193,1,1649.0,26.0,1584.0,12.0,0.0,0,5.0,22.0,16.0,645.0,1004.0,200.0,305.0,94.0,98.0,194.0,265.0,151.0,279.0,63.0,411.0,32.0,15.0,24.0,10.0,355.0,282.0,636.0,614.0,3.0,611.0,22.0,16.0,0.0,6.0,0.03706349,44491.2210205,95.0,-44.0,2.68566989
Perring Loch,194,3,3014.0,116.0,2839.0,6.0,9.0,0,9.0,35.0,28.0,1327.0,1687.0,178.0,236.0,113.0,122.0,308.0,303.0,339.0,921.0,494.0,797.0,411.0,89.0,48.0,15.0,338.0,120.0,1164.0,1124.0,1005.0,119.0,40.0,4.0,8.0,28.0,0.21869692,13781.6293644,-108.0,32.0,2.68148994
Pimlico Good Neighbors,195,1,1102.0,30.0,1048.0,0.0,3.0,0,12.0,9.0,12.0,517.0,585.0,60.0,82.0,46.0,42.0,118.0,90.0,117.0,310.0,237.0,248.0,87.0,21.0,28.0,12.0,133.0,51.0,506.0,449.0,233.0,216.0,57.0,11.0,5.0,41.0,0.29570385,3726.70149703,-67.0,-37.0,2.41870999
Pleasant View Gardens,196,5,713.0,7.0,699.0,1.0,0.0,0,2.0,4.0,4.0,266.0,447.0,53.0,68.0,28.0,41.0,77.0,79.0,57.0,164.0,146.0,176.0,26.0,11.0,11.0,1.0,139.0,67.0,352.0,331.0,23.0,308.0,21.0,3.0,0.0,18.0,0.04600013,15499.9540726,-262.0,-61.0,2.15407991
Poppleton,197,5,3105.0,74.0,2980.0,8.0,4.0,0,8.0,31.0,25.0,1388.0,1717.0,267.0,372.0,134.0,149.0,313.0,406.0,295.0,803.0,366.0,674.0,111.0,39.0,60.0,26.0,503.0,305.0,1625.0,1263.0,209.0,1054.0,362.0,89.0,5.0,268.0,0.18214708,17046.6626935,-146.0,-27.0,2.33729004
Port Covington,198,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33193435,0.0,0.0,0.0,0.0
Pulaski Industrial Area,199,1,123.0,76.0,25.0,0.0,1.0,0,16.0,5.0,27.0,62.0,61.0,11.0,6.0,3.0,4.0,14.0,29.0,11.0,27.0,18.0,30.0,15.0,4.0,3.0,2.0,12.0,6.0,184.0,55.0,28.0,27.0,129.0,11.0,3.0,115.0,1.96771433,62.5090736,41.0,19.0,2.23636007
Purnell,200,3,849.0,26.0,809.0,3.0,5.0,0,2.0,4.0,8.0,366.0,483.0,73.0,117.0,36.0,33.0,86.0,217.0,122.0,140.0,25.0,214.0,77.0,38.0,22.0,17.0,115.0,84.0,341.0,325.0,17.0,308.0,16.0,11.0,0.0,5.0,0.03875637,21906.071274,152.0,59.0,2.61230993
Radnor-Winston,201,2,684.0,419.0,230.0,1.0,11.0,0,5.0,18.0,22.0,312.0,372.0,39.0,72.0,21.0,14.0,94.0,44.0,107.0,193.0,100.0,150.0,101.0,49.0,8.0,3.0,41.0,24.0,239.0,229.0,163.0,66.0,10.0,3.0,2.0,5.0,0.07858822,8703.59402897,81.0,-30.0,2.54585003
Ramblewood,202,3,1705.0,100.0,1568.0,3.0,10.0,0,0.0,24.0,9.0,776.0,929.0,83.0,140.0,82.0,68.0,180.0,215.0,199.0,570.0,168.0,449.0,234.0,78.0,37.0,11.0,178.0,78.0,686.0,654.0,560.0,94.0,32.0,5.0,17.0,10.0,0.15585434,10939.7014838,-315.0,-110.0,2.60702991
Reisterstown Station,203,4,1968.0,131.0,1700.0,8.0,26.0,2,52.0,49.0,116.0,898.0,1070.0,113.0,144.0,65.0,83.0,210.0,285.0,246.0,602.0,220.0,483.0,203.0,69.0,44.0,14.0,236.0,88.0,912.0,840.0,349.0,491.0,72.0,57.0,5.0,10.0,0.45328545,4341.63504548,-23.0,8.0,2.32261991
Remington,204,3,2458.0,1440.0,643.0,8.0,213.0,0,63.0,91.0,113.0,1279.0,1179.0,120.0,155.0,71.0,70.0,394.0,608.0,323.0,533.0,184.0,463.0,232.0,76.0,70.0,27.0,161.0,69.0,1250.0,1072.0,521.0,551.0,178.0,70.0,32.0,76.0,0.24541272,10015.780656,157.0,100.0,2.29291009
Reservoir Hill,205,5,6140.0,522.0,5415.0,30.0,22.0,0,23.0,128.0,112.0,2862.0,3278.0,465.0,557.0,207.0,200.0,596.0,958.0,786.0,1857.0,514.0,1280.0,390.0,129.0,168.0,61.0,722.0,416.0,3840.0,2904.0,685.0,2219.0,936.0,393.0,114.0,429.0,0.30460629,20157.167167,-761.0,-166.0,2.10606002
Richnor Springs,206,3,676.0,6.0,649.0,8.0,2.0,0,0.0,11.0,2.0,288.0,388.0,38.0,70.0,26.0,27.0,55.0,83.0,80.0,185.0,112.0,164.0,53.0,16.0,18.0,3.0,93.0,36.0,297.0,256.0,169.0,87.0,41.0,24.0,2.0,15.0,0.03340118,20238.8004079,17.0,-6.0,2.64063
Ridgely's Delight,207,2,884.0,578.0,203.0,3.0,66.0,1,9.0,24.0,32.0,453.0,431.0,33.0,21.0,6.0,11.0,162.0,388.0,101.0,123.0,39.0,114.0,78.0,21.0,9.0,4.0,27.0,10.0,477.0,416.0,147.0,269.0,61.0,26.0,3.0,32.0,0.04905133,18021.9360179,-44.0,-5.0,2.125
Riverside,208,3,5671.0,5275.0,122.0,6.0,143.0,2,33.0,90.0,159.0,2847.0,2824.0,301.0,161.0,38.0,44.0,690.0,2163.0,867.0,987.0,420.0,1096.0,873.0,257.0,76.0,18.0,147.0,42.0,3116.0,2820.0,1799.0,1021.0,296.0,97.0,85.0,114.0,0.29520816,19210.1731659,212.0,204.0,2.00921988
