Name,OBJECTID,COLOR_2,Population,White,Blk_AfAm,AmInd_AkNa,Asian,NatHaw_Pac,Other_Race,TwoOrMore,Hisp_Lat,Male,Female,AGE0_4,AGE5_11,AGE12_14,AGE15_17,AGE18_24,AGE25_34,AGE35_44,AGE45_64,AGE65ovr,Families,Married,Married18,MaleHH,MaleHH18,FemaleHH,FemaleHH18,Housing,Occupied,Occ_Own,Occ_Rent,Vacant,Vac_Rent,Vac_Sale,Vac_Other,geodataEGI,Pop_dens,Pop_chng,HH_chng,AveHHsize
Rognel Heights,209,1,1695.0,20.0,1632.0,9.0,6.0,0,5.0,23.0,24.0,767.0,928.0,73.0,116.0,53.0,71.0,148.0,146.0,212.0,462.0,414.0,463.0,185.0,38.0,54.0,9.0,224.0,76.0,724.0,668.0,529.0,139.0,56.0,18.0,12.0,26.0,0.16992194,9975.16825135,-459.0,-114.0,2.52694988
Roland Park,210,4,5269.0,4141.0,480.0,23.0,465.0,1,48.0,111.0,170.0,2427.0,2842.0,197.0,409.0,148.0,125.0,386.0,700.0,613.0,1344.0,1347.0,1062.0,936.0,402.0,31.0,16.0,95.0,44.0,2391.0,2188.0,1190.0,998.0,203.0,118.0,14.0,71.0,0.95749711,5502.88867003,573.0,-61.0,2.21891999
Rosebank,211,3,394.0,191.0,175.0,4.0,4.0,0,2.0,18.0,8.0,181.0,213.0,19.0,28.0,9.0,7.0,32.0,72.0,71.0,122.0,34.0,85.0,50.0,18.0,10.0,6.0,25.0,13.0,233.0,204.0,103.0,101.0,29.0,17.0,0.0,12.0,0.06613982,5957.07686225,-47.0,-33.0,1.91175997
Rosemont,212,4,3102.0,17.0,3021.0,5.0,3.0,0,10.0,46.0,22.0,1452.0,1650.0,301.0,399.0,167.0,151.0,327.0,428.0,292.0,741.0,296.0,710.0,163.0,54.0,98.0,26.0,449.0,238.0,1233.0,1031.0,468.0,563.0,202.0,76.0,16.0,110.0,0.17417469,17809.7052154,-35.0,-88.0,3.00872993
Rosemont East,213,2,1871.0,724.0,1032.0,19.0,30.0,1,10.0,55.0,28.0,882.0,989.0,78.0,172.0,75.0,94.0,152.0,273.0,245.0,553.0,229.0,446.0,235.0,92.0,47.0,25.0,164.0,82.0,888.0,808.0,472.0,336.0,80.0,28.0,7.0,45.0,0.2520888,7421.9875533,-19.0,-43.0,2.3155899
Rosemont Homeowners/Tenants,214,1,1460.0,14.0,1413.0,3.0,0.0,0,9.0,21.0,11.0,679.0,781.0,102.0,120.0,62.0,79.0,157.0,137.0,153.0,431.0,219.0,335.0,100.0,23.0,46.0,16.0,189.0,67.0,635.0,497.0,288.0,209.0,138.0,44.0,4.0,90.0,0.06302283,23166.2078656,-284.0,-94.0,2.93359994
Sabina-Mattfeldt,215,2,172.0,156.0,5.0,0.0,6.0,0,0.0,5.0,2.0,79.0,93.0,6.0,14.0,5.0,1.0,6.0,20.0,38.0,54.0,28.0,43.0,35.0,13.0,0.0,0.0,8.0,6.0,92.0,86.0,74.0,12.0,6.0,0.0,5.0,1.0,0.11814473,1455.841437,-21.0,-6.0,2.0
Saint Agnes,216,3,671.0,325.0,322.0,5.0,4.0,0,5.0,10.0,12.0,307.0,364.0,21.0,33.0,22.0,15.0,39.0,46.0,75.0,184.0,236.0,88.0,48.0,17.0,12.0,8.0,28.0,14.0,307.0,299.0,104.0,195.0,8.0,2.0,1.0,5.0,0.08329936,8055.28347013,42.0,53.0,1.76923
Saint Helena,217,5,602.0,496.0,55.0,6.0,0.0,5,18.0,22.0,41.0,276.0,326.0,43.0,43.0,21.0,22.0,60.0,91.0,81.0,174.0,67.0,142.0,80.0,27.0,16.0,11.0,46.0,20.0,251.0,230.0,144.0,86.0,21.0,8.0,6.0,7.0,0.05670624,10616.1155161,62.0,16.0,2.61738991
Saint Josephs,218,4,2032.0,35.0,1940.0,4.0,4.0,0,7.0,42.0,16.0,895.0,1137.0,125.0,191.0,94.0,81.0,193.0,233.0,203.0,585.0,327.0,517.0,154.0,38.0,63.0,15.0,300.0,105.0,848.0,720.0,507.0,213.0,128.0,42.0,19.0,67.0,0.13974825,14540.4320311,-237.0,-82.0,2.82222008
Saint Paul,219,2,107.0,98.0,6.0,0.0,0.0,0,0.0,3.0,3.0,55.0,52.0,9.0,14.0,5.0,3.0,8.0,19.0,16.0,24.0,9.0,23.0,13.0,9.0,3.0,1.0,7.0,2.0,49.0,41.0,20.0,21.0,8.0,3.0,0.0,5.0,0.10368359,1031.98584662,-61.0,-11.0,2.60976004
Sandtown-Winchester,220,5,8534.0,95.0,8304.0,7.0,20.0,0,13.0,95.0,51.0,3747.0,4787.0,694.0,886.0,352.0,429.0,997.0,1075.0,1023.0,2272.0,806.0,1901.0,398.0,139.0,233.0,84.0,1270.0,660.0,4096.0,3053.0,1186.0,1867.0,1043.0,156.0,34.0,853.0,0.40652175,20992.7262084,-720.0,-215.0,2.71535992
South Baltimore,221,2,3450.0,3070.0,195.0,9.0,69.0,1,47.0,59.0,138.0,1851.0,1599.0,135.0,107.0,40.0,49.0,536.0,1388.0,450.0,532.0,213.0,558.0,395.0,108.0,74.0,23.0,89.0,31.0,1787.0,1585.0,911.0,674.0,202.0,73.0,51.0,78.0,0.12980718,26577.8807513,-443.0,29.0,2.16719007
Seton Business Park,222,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39103829,0.0,0.0,0.0,0.0
Seton Hill,223,4,1249.0,168.0,1036.0,5.0,14.0,0,1.0,25.0,30.0,513.0,736.0,104.0,106.0,33.0,49.0,139.0,204.0,142.0,354.0,118.0,248.0,62.0,20.0,15.0,3.0,171.0,116.0,731.0,646.0,100.0,546.0,85.0,49.0,8.0,28.0,0.07455378,16753.006214,-116.0,19.0,1.90711998
Sharp-Leadenhall,224,5,822.0,221.0,561.0,1.0,18.0,0,2.0,19.0,12.0,390.0,432.0,74.0,83.0,29.0,36.0,145.0,190.0,81.0,134.0,50.0,172.0,44.0,14.0,13.0,6.0,115.0,82.0,376.0,350.0,87.0,263.0,26.0,10.0,6.0,10.0,0.06906592,11901.6727092,34.0,40.0,2.3485701
Shipley Hill,225,4,2110.0,56.0,2008.0,2.0,8.0,2,3.0,31.0,9.0,991.0,1119.0,183.0,207.0,73.0,120.0,237.0,262.0,243.0,558.0,227.0,487.0,123.0,47.0,71.0,20.0,293.0,150.0,1097.0,724.0,254.0,470.0,373.0,47.0,24.0,302.0,0.18235058,11571.1173564,-344.0,-84.0,2.91436004
South Clifton Park,226,3,737.0,5.0,715.0,5.0,0.0,0,2.0,10.0,4.0,334.0,403.0,43.0,69.0,34.0,32.0,77.0,69.0,90.0,204.0,119.0,169.0,47.0,16.0,30.0,9.0,92.0,23.0,342.0,253.0,152.0,101.0,89.0,18.0,10.0,61.0,0.09437542,7809.23676145,-480.0,-124.0,2.91303992
Spring Garden Industrial Area,227,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27022408,0.0,0.0,0.0,0.0
Stadium Area,228,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16416508,0.0,0.0,0.0,0.0
Stonewood-Pentwood-Winston,229,1,1405.0,147.0,1208.0,4.0,7.0,0,10.0,29.0,31.0,540.0,865.0,58.0,73.0,28.0,36.0,600.0,138.0,93.0,217.0,162.0,228.0,96.0,21.0,22.0,7.0,110.0,36.0,351.0,322.0,237.0,85.0,29.0,16.0,3.0,10.0,0.09327047,15063.7170801,555.0,6.0,2.66459989
Taylor Heights,230,5,365.0,268.0,67.0,4.0,9.0,0,13.0,4.0,28.0,187.0,178.0,15.0,25.0,6.0,11.0,40.0,53.0,52.0,110.0,53.0,93.0,58.0,17.0,4.0,2.0,31.0,9.0,158.0,153.0,113.0,40.0,5.0,1.0,2.0,2.0,0.19123303,1908.66603587,41.0,16.0,2.38562011
Ten Hills,231,3,1416.0,529.0,792.0,1.0,30.0,5,15.0,44.0,40.0,673.0,743.0,81.0,102.0,55.0,46.0,152.0,231.0,182.0,427.0,140.0,347.0,228.0,94.0,25.0,15.0,94.0,52.0,683.0,649.0,278.0,371.0,34.0,9.0,7.0,18.0,0.33319536,4249.75904743,-178.0,-36.0,2.18181991
The Orchards,232,4,494.0,433.0,32.0,2.0,19.0,0,1.0,7.0,9.0,241.0,253.0,33.0,69.0,15.0,19.0,12.0,18.0,74.0,179.0,75.0,154.0,135.0,65.0,4.0,1.0,15.0,10.0,197.0,191.0,187.0,4.0,6.0,0.0,2.0,4.0,0.21114478,2339.62684403,33.0,3.0,2.58639001
Towanda-Grantley,233,1,1322.0,17.0,1284.0,4.0,0.0,0,1.0,16.0,6.0,638.0,684.0,86.0,116.0,41.0,57.0,151.0,149.0,171.0,389.0,162.0,320.0,92.0,18.0,43.0,11.0,185.0,82.0,613.0,460.0,209.0,251.0,153.0,39.0,10.0,104.0,0.13982165,9454.90193883,-88.0,-30.0,2.79999995
Tremont,234,2,958.0,58.0,882.0,2.0,3.0,2,2.0,9.0,4.0,434.0,524.0,59.0,86.0,40.0,31.0,137.0,154.0,104.0,279.0,68.0,247.0,92.0,27.0,22.0,9.0,133.0,68.0,422.0,389.0,204.0,185.0,33.0,18.0,2.0,13.0,0.03521631,27203.3026657,-37.0,-4.0,2.46271991
Tuscany-Canterbury,235,3,3413.0,2380.0,153.0,1.0,790.0,1,21.0,67.0,122.0,1609.0,1804.0,102.0,48.0,9.0,18.0,803.0,808.0,317.0,630.0,678.0,568.0,490.0,105.0,22.0,5.0,56.0,17.0,2370.0,2160.0,763.0,1397.0,210.0,115.0,21.0,74.0,0.14552273,23453.3803561,-34.0,-204.0,1.58009004
Union Square,236,3,1187.0,323.0,781.0,13.0,19.0,0,14.0,37.0,37.0,654.0,533.0,63.0,86.0,31.0,39.0,118.0,200.0,198.0,370.0,82.0,194.0,95.0,32.0,27.0,10.0,72.0,42.0,738.0,446.0,188.0,258.0,292.0,69.0,40.0,183.0,0.06631154,17900.3532826,-138.0,-94.0,2.30716991
University Of Maryland,237,1,387.0,204.0,93.0,2.0,77.0,0,2.0,9.0,12.0,197.0,190.0,5.0,6.0,3.0,3.0,101.0,183.0,38.0,42.0,6.0,23.0,14.0,1.0,2.0,2.0,7.0,3.0,287.0,229.0,4.0,225.0,58.0,25.0,0.0,33.0,0.15100451,2562.83726472,-828.0,-109.0,1.35371005
Uplands,238,5,820.0,15.0,790.0,1.0,6.0,0,2.0,6.0,10.0,354.0,466.0,54.0,75.0,32.0,37.0,79.0,89.0,90.0,255.0,109.0,208.0,93.0,32.0,11.0,5.0,104.0,39.0,325.0,301.0,240.0,61.0,24.0,4.0,7.0,13.0,0.19784931,4144.56834652,-1703.0,-838.0,2.72425007
Upper Fells Point,239,2,3851.0,2904.0,264.0,13.0,142.0,1,387.0,140.0,832.0,1994.0,1857.0,227.0,139.0,50.0,55.0,503.0,1298.0,635.0,666.0,278.0,678.0,444.0,167.0,101.0,27.0,133.0,55.0,2157.0,1797.0,933.0,864.0,360.0,112.0,89.0,159.0,0.12729489,30252.5872805,-338.0,-89.0,2.14301991
Upton,240,3,5746.0,78.0,5546.0,13.0,8.0,3,20.0,78.0,73.0,2508.0,3238.0,559.0,750.0,251.0,262.0,634.0,700.0,584.0,1353.0,653.0,1191.0,201.0,85.0,133.0,55.0,857.0,538.0,3232.0,2406.0,329.0,2077.0,826.0,149.0,20.0,657.0,0.29300458,19610.614402,-575.0,-257.0,2.37157011
Villages Of Homeland,241,1,562.3255,428.8685,66.3225,0.5235,50.9465,0,4.047,11.6175,20.7585,210.102,352.2235,18.7585,22.7585,3.5235,9.047,181.666,88.6045,72.3225,125.175,40.47,71.658,49.47,19.188,3.0,3.0,19.188,11.141,316.995,289.619,165.0745,124.5445,27.376,14.188,4.5705,8.6175,0.03167454,17753.2283497,312.32598876,115.61900329,1.93792998
Violetville,242,2,2506.0,2056.0,307.0,8.0,42.0,4,24.0,65.0,72.0,1094.0,1412.0,145.0,140.0,81.0,71.0,159.0,376.0,289.0,549.0,696.0,530.0,352.0,126.0,61.0,25.0,117.0,56.0,1156.0,1083.0,708.0,375.0,73.0,23.0,22.0,28.0,0.59282329,4227.22929121,-171.0,-15.0,2.13111996
Wakefield,243,3,1772.0,68.0,1643.0,4.0,13.0,0,17.0,27.0,33.0,713.0,1059.0,135.0,154.0,54.0,70.0,225.0,266.0,185.0,465.0,218.0,384.0,89.0,34.0,44.0,22.0,251.0,155.0,1037.0,948.0,24.0,924.0,89.0,75.0,1.0,13.0,0.27299516,6490.95736517,0.0,-22.0,1.86919999
Walbrook,244,5,2443.0,37.0,2374.0,3.0,5.0,0,1.0,23.0,19.0,1154.0,1289.0,138.0,203.0,79.0,135.0,252.0,262.0,268.0,713.0,393.0,532.0,164.0,43.0,60.0,22.0,308.0,123.0,1151.0,916.0,466.0,450.0,235.0,103.0,29.0,103.0,0.19943231,12249.7703386,-367.0,-181.0,2.58951997
Waltherson,245,2,6980.0,1982.0,4683.0,13.0,78.0,1,67.0,156.0,130.0,3292.0,3688.0,421.0,624.0,298.0,315.0,650.0,946.0,1033.0,2096.0,597.0,1662.0,933.0,365.0,166.0,71.0,563.0,275.0,2953.0,2614.0,2024.0,590.0,339.0,86.0,69.0,184.0,0.73918769,9442.79788403,172.0,5.0,2.66106009
Washington Hill,246,5,1969.0,590.0,1046.0,17.0,124.0,2,122.0,68.0,248.0,939.0,1030.0,121.0,132.0,55.0,38.0,211.0,483.0,299.0,493.0,137.0,373.0,166.0,57.0,39.0,11.0,168.0,89.0,1060.0,914.0,372.0,542.0,146.0,83.0,20.0,43.0,0.15719587,12525.7739492,57.0,103.0,2.09190011
Washington Village/Pigtown,247,1,5116.0,2034.0,2611.0,12.0,265.0,1,60.0,133.0,177.0,2550.0,2566.0,380.0,409.0,141.0,185.0,553.0,1130.0,738.0,1155.0,425.0,1089.0,450.0,167.0,139.0,48.0,500.0,269.0,2720.0,2093.0,1028.0,1065.0,627.0,159.0,108.0,360.0,0.32680271,15654.70476,-294.0,55.0,2.39895009
Waverly,248,3,2789.0,431.0,2219.0,8.0,46.0,1,26.0,58.0,71.0,1296.0,1493.0,196.0,228.0,111.0,121.0,304.0,461.0,332.0,787.0,249.0,646.0,236.0,80.0,64.0,26.0,346.0,155.0,1269.0,1079.0,638.0,441.0,190.0,88.0,22.0,80.0,0.15461006,18038.9290164,-386.0,-10.0,2.5848
West Arlington,249,3,2041.0,22.0,1973.0,6.0,4.0,0,16.0,20.0,27.0,951.0,1090.0,105.0,136.0,69.0,100.0,211.0,195.0,246.0,636.0,343.0,497.0,211.0,58.0,46.0,17.0,240.0,90.0,895.0,757.0,451.0,306.0,138.0,33.0,12.0,93.0,0.27270878,7484.17399002,-208.0,-83.0,2.68032002
West Forest Park,250,5,2408.0,89.0,2271.0,5.0,4.0,0,10.0,29.0,26.0,1036.0,1372.0,180.0,217.0,82.0,82.0,272.0,334.0,284.0,633.0,324.0,633.0,203.0,68.0,53.0,20.0,377.0,198.0,1149.0,1014.0,388.0,626.0,135.0,63.0,9.0,63.0,0.37241143,6465.96692132,-124.0,-12.0,2.37474989
West Hills,251,5,2159.0,139.0,1980.0,1.0,15.0,0,5.0,19.0,16.0,931.0,1228.0,119.0,173.0,91.0,105.0,192.0,235.0,256.0,667.0,321.0,542.0,253.0,91.0,37.0,11.0,252.0,114.0,970.0,936.0,567.0,369.0,34.0,11.0,6.0,17.0,0.33508615,6443.11899672,2.0,31.0,2.30661988
Westfield,252,5,3141.0,1585.0,1377.0,13.0,42.0,4,26.0,94.0,110.0,1502.0,1639.0,203.0,284.0,102.0,150.0,233.0,429.0,523.0,890.0,327.0,799.0,470.0,198.0,73.0,29.0,256.0,120.0,1386.0,1243.0,989.0,254.0,143.0,31.0,47.0,65.0,0.42892015,7323.04126966,-69.0,-37.0,2.51487994
Westgate,253,2,2683.0,709.0,1882.0,9.0,20.0,1,11.0,51.0,30.0,1268.0,1415.0,184.0,233.0,90.0,105.0,264.0,430.0,370.0,709.0,298.0,664.0,319.0,120.0,79.0,34.0,266.0,148.0,1145.0,1087.0,512.0,575.0,58.0,35.0,7.0,16.0,0.33289083,8059.69920067,-191.0,-58.0,2.35695004
Westport,254,3,1593.0,165.0,1370.0,8.0,7.0,0,7.0,36.0,17.0,715.0,878.0,137.0,203.0,75.0,74.0,186.0,224.0,171.0,367.0,156.0,395.0,88.0,30.0,43.0,17.0,264.0,143.0,696.0,552.0,160.0,392.0,144.0,23.0,10.0,111.0,0.4977407,3200.46157083,-591.0,-172.0,2.88586997
Wilson Park,255,2,632.3202,13.3254,597.9948,2.0,7.0,0,1.0,11.0,3.0,283.463,348.8572,42.6508,54.0926,34.9881,28.5463,73.418,80.418,63.8717,174.8122,79.5225,147.7196,56.0926,15.8836,21.4418,5.2209,70.1852,37.209,258.9974,223.6839,143.8241,79.8598,35.3135,14.2209,2.0,19.0926,0.09373605,6745.75209613,-53.51060104,-18.42989921,2.8125
Winchester,256,2,1420.0,16.0,1373.0,4.0,0.0,0,5.0,22.0,12.0,643.0,777.0,120.0,140.0,64.0,70.0,164.0,189.0,163.0,333.0,177.0,333.0,92.0,32.0,39.0,9.0,202.0,95.0,613.0,492.0,238.0,254.0,121.0,28.0,3.0,90.0,0.08312807,17082.0753147,-127.0,-54.0,2.88617992
Windsor Hills,257,2,1552.0,81.0,1435.0,4.0,3.0,1,2.0,26.0,15.0,701.0,851.0,96.0,104.0,69.0,63.0,159.0,151.0,184.0,470.0,256.0,389.0,182.0,58.0,38.0,15.0,169.0,60.0,723.0,618.0,407.0,211.0,105.0,23.0,22.0,60.0,0.23422538,6626.09647903,-297.0,-94.0,2.50809001
Winston-Govans,258,1,1341.0,74.0,1218.0,10.0,2.0,0,5.0,32.0,26.0,601.0,740.0,99.0,138.0,50.0,67.0,149.0,153.0,178.0,353.0,154.0,288.0,117.0,49.0,25.0,11.0,146.0,64.0,582.0,475.0,271.0,204.0,107.0,32.0,11.0,64.0,0.1132634,11839.658135,-113.0,-23.0,2.82315993
Woodberry,259,2,1406.0,953.0,349.0,11.0,31.0,0,14.0,48.0,56.0,659.0,747.0,62.0,64.0,18.0,21.0,74.0,311.0,229.0,350.0,277.0,266.0,173.0,47.0,30.0,9.0,63.0,22.0,728.0,615.0,360.0,255.0,113.0,87.0,5.0,21.0,0.5318207,2643.74813507,295.0,175.0,2.00487995
Woodbourne Heights,260,1,1795.0,48.0,1674.0,0.0,10.0,0,17.0,46.0,38.0,781.0,1014.0,119.0,129.0,62.0,57.0,242.0,256.0,189.0,551.0,190.0,436.0,178.0,44.0,43.0,16.0,215.0,103.0,853.0,786.0,311.0,475.0,67.0,52.0,3.0,12.0,0.13455785,13339.9868277,-10.0,-12.0,2.27607989
Woodbourne-McCabe,261,2,908.0,20.0,864.0,3.0,1.0,0,5.0,15.0,10.0,389.0,519.0,75.0,96.0,40.0,45.0,105.0,122.0,102.0,209.0,114.0,211.0,77.0,28.0,24.0,12.0,110.0,49.0,378.0,300.0,178.0,122.0,78.0,12.0,8.0,58.0,0.07515329,12081.971645,-167.0,-24.0,3.02666997
Woodmere,262,1,2080.0,46.0,1995.0,1.0,7.0,0,4.0,27.0,18.0,901.0,1179.0,111.0,141.0,86.0,98.0,188.0,216.0,251.0,631.0,358.0,555.0,223.0,52.0,49.0,12.0,283.0,103.0,914.0,821.0,571.0,250.0,93.0,25.0,9.0,59.0,0.25838889,8049.88151809,-225.0,-14.0,2.52497005
Wyman Park,263,1,1141.0,1016.0,25.0,1.0,74.0,0,3.0,22.0,30.0,569.0,572.0,65.0,48.0,18.0,12.0,79.0,312.0,194.0,283.0,130.0,246.0,197.0,66.0,17.0,8.0,32.0,16.0,679.0,610.0,412.0,198.0,69.0,42.0,3.0,24.0,0.1103614,10338.7589363,-80.0,-41.0,1.87048995
Wyndhurst,264,2,702.0,616.0,31.0,0.0,24.0,0,4.0,27.0,24.0,338.0,364.0,42.0,78.0,27.0,21.0,30.0,79.0,131.0,212.0,82.0,166.0,134.0,75.0,9.0,4.0,23.0,12.0,343.0,312.0,182.0,130.0,31.0,11.0,3.0,17.0,0.30378345,2310.8565843,-100.0,-52.0,2.25
Yale Heights,265,5,2500.0,196.0,2202.0,12.0,27.0,2,31.0,30.0,41.0,1128.0,1372.0,186.0,243.0,106.0,95.0,315.0,391.0,350.0,641.0,173.0,647.0,248.0,87.0,57.0,27.0,342.0,180.0,1141.0,995.0,488.0,507.0,146.0,73.0,4.0,69.0,0.19212479,13012.3758027,-391.0,-120.0,2.51255989
Lower Edmondson Village,266,4,446.0,0.0,442.0,0.0,0.0,0,0.0,4.0,3.0,188.0,258.0,27.0,51.0,15.0,27.0,50.0,51.0,39.0,127.0,59.0,100.0,23.0,7.0,11.0,5.0,66.0,23.0,169.0,134.0,83.0,51.0,35.0,7.0,5.0,23.0,0.02258613,19746.624162,-34.0,-33.0,3.32836008
Wilhelm Park,267,1,534.0,401.0,86.0,10.0,12.0,1,14.0,10.0,23.0,257.0,277.0,24.0,50.0,18.0,9.0,52.0,92.0,69.0,167.0,53.0,124.0,79.0,24.0,10.0,6.0,35.0,12.0,235.0,215.0,133.0,82.0,20.0,4.0,8.0,8.0,0.44557997,1198.43806835,30.0,6.0,2.48372006
Edgewood,268,5,2399.0,20.0,2330.0,15.0,1.0,4,6.0,23.0,20.0,1059.0,1340.0,162.0,248.0,96.0,128.0,291.0,257.0,249.0,624.0,344.0,587.0,186.0,47.0,54.0,16.0,347.0,137.0,922.0,765.0,489.0,276.0,157.0,42.0,17.0,98.0,0.10384713,23101.2634872,-229.0,-66.0,3.13203001
Evesham Park,269,5,709.0,261.0,404.0,2.0,13.0,3,5.0,21.0,26.0,334.0,375.0,60.0,58.0,17.0,10.0,106.0,139.0,103.0,180.0,36.0,167.0,73.0,31.0,19.0,8.0,75.0,49.0,360.0,332.0,147.0,185.0,28.0,8.0,3.0,17.0,0.07342968,9655.49614788,32.0,-10.0,2.11747002
Belvedere,270,1,720.0,234.0,466.0,1.0,4.0,0,4.0,11.0,6.0,339.0,381.0,39.0,57.0,24.0,25.0,47.0,114.0,86.0,242.0,86.0,193.0,116.0,36.0,6.0,3.0,71.0,36.0,325.0,292.0,246.0,46.0,33.0,3.0,9.0,21.0,0.10364187,6946.99905265,0.0,-15.0,2.46574997
Wrenlane,271,4,628.6798,12.6746,603.0052,4.0,0.0,0,1.0,8.0,12.0,286.537,342.1428,51.3492,63.9074,30.0119,35.4537,58.582,80.582,59.1283,161.1878,88.4775,165.2804,54.9074,16.1164,11.5582,3.7791,98.8148,49.791,260.0026,221.3161,146.1759,75.1402,38.6865,5.7791,2.0,30.9074,0.02884858,21792.3929137,-41.48939895,0.42989999,2.84614992
York-Homeland,272,3,482.6745,198.1315,239.6775,0.4765,31.0535,0,4.953,8.3825,10.2415,204.898,277.7765,17.2415,24.2415,5.4765,4.953,83.334,40.3955,47.6775,129.825,129.53,54.342,37.53,9.812,3.0,1.0,13.812,6.859,322.005,300.381,66.9255,233.4555,21.624,15.812,2.4295,3.3825,0.02343313,20597.9469862,0.0,0.0,1.61000001
CARE,273,2,1151.0,102.0,969.0,1.0,47.0,5,10.0,17.0,41.0,518.0,633.0,76.0,84.0,34.0,50.0,109.0,144.0,148.0,287.0,219.0,248.0,77.0,23.0,30.0,13.0,141.0,56.0,693.0,501.0,158.0,343.0,192.0,65.0,20.0,107.0,0.08474102,13582.5589072,-714.0,-207.0,2.24950003
Downtown West,274,4,366.0,246.0,48.0,1.0,50.0,0,4.0,17.0,21.0,203.0,163.0,2.0,0.0,0.0,0.0,87.0,185.0,54.0,36.0,2.0,34.0,32.0,2.0,1.0,0.0,1.0,0.0,306.0,265.0,2.0,263.0,41.0,27.0,1.0,13.0,0.10969806,3336.43089331,245.0,183.0,1.34716999
Belair-Edison,275,1,16690.0,1338.0,14958.0,38.0,81.0,1,77.0,197.0,199.0,7500.0,9190.0,1134.0,1734.0,794.0,873.0,1825.0,2251.0,2145.0,4675.0,1259.0,4157.0,1457.0,491.0,382.0,155.0,2318.0,1191.0,6710.0,5986.0,4107.0,1879.0,724.0,238.0,104.0,382.0,0.82495409,20231.4288208,167.0,-37.0,2.78666996
Four By Four,276,4,1261.0,27.0,1197.0,1.0,3.0,0,10.0,23.0,16.0,587.0,674.0,104.0,164.0,65.0,64.0,157.0,175.0,167.0,256.0,109.0,300.0,83.0,35.0,28.0,14.0,189.0,101.0,463.0,391.0,192.0,199.0,72.0,35.0,9.0,28.0,0.07081031,17808.1410683,-363.0,-113.0,3.22505998
Charles Village,277,5,8255.0,4802.0,1288.0,19.0,1686.0,8,142.0,310.0,450.0,4320.0,3935.0,146.0,58.0,26.0,42.0,3917.0,1792.0,731.0,1086.0,457.0,612.0,454.0,111.0,55.0,12.0,103.0,53.0,4265.0,3725.0,619.0,3106.0,540.0,372.0,30.0,138.0,0.26335189,31345.8915316,904.0,-724.0,2.21610999
Old Goucher,278,4,1046.0,235.0,711.0,6.0,38.0,4,19.0,33.0,45.0,593.0,453.0,18.0,25.0,15.0,14.0,72.0,237.0,153.0,393.0,119.0,83.0,30.0,7.0,21.0,7.0,32.0,18.0,405.0,344.0,17.0,327.0,61.0,33.0,4.0,24.0,0.05792496,18057.8429965,470.0,98.0,1.61627995
