tract,total_population,total_households,pct_white,pct_black,pct_hispanic,pct_female_hoh,pct_unemployed,pct_in_poverty,pct_owner_occupied,mfi,mfi_white,mfi_black,median_home_value,median_home_year_built
101.0,3201,1466,0.8840987191502655,0.06841611996251172,0.01811933770696657,0.05115961800818554,0.018431740081224616,0.1162136832239925,0.621418826739427,104844,103750,.,316500,1939
102.0,3145,1437,0.8823529411764706,0.05214626391096979,0.02098569157392687,0.023660403618649965,0.010810810810810811,0.058823529411764705,0.7884481558803061,119435,125625,.,242500,1939
103.0,2552,1083,0.8934169278996865,0.02037617554858934,0.03800940438871473,0.030470914127423823,0.005877742946708464,0.04036050156739812,0.6768236380424746,142944,138750,.,297600,1939
104.0,2573,1404,0.8725223474543334,0.022541780023319084,0.03964244073066459,0.019943019943019943,0.027594247959580258,0.04741546832491255,0.5605413105413105,135703,132188,.,354200,1939
105.0,1712,758,0.9059579439252337,0.04264018691588785,0.06133177570093458,0.05672823218997362,0.008761682242990653,0.08703271028037383,0.6398416886543535,120833,122583,.,305300,1939
201.0,1877,838,0.7357485348961108,0.0660628662759723,0.14224826851358552,0.10620525059665871,0.03462972828982419,0.08417687799680341,0.5859188544152745,116607,132750,.,291200,1939
202.0,1857,776,0.7625201938610663,0.13193322563274099,0.16585891222401722,0.05025773195876289,0.014001077005923533,0.15562735595045774,0.46262886597938147,82000,120100,54667,284400,1939
203.0,3768,2110,0.8378450106157113,0.022292993630573247,0.08943736730360934,0.04265402843601896,0.013800424628450107,0.08917197452229299,0.352132701421801,193355,192273,.,329000,1939
301.0,3355,1082,0.28673621460506704,0.6661698956780924,0.1871833084947839,0.4066543438077634,0.09090909090909091,0.40566318926974665,0.2578558225508318,43229,.,42552,237200,1948
302.0,2327,1148,0.5522131499785131,0.3115599484314568,0.08895573700042973,0.11846689895470383,0.019338203695745595,0.22690159003008165,0.2935540069686411,111048,111985,30347,316300,1989
401.0,4007,2321,0.5497878712253557,0.14075368105814823,0.06887946094334914,0.014648858250753986,0.02320938357873721,0.25106064387322186,0.08401551055579491,85625,98500,95197,270500,1973
402.0,865,234,0.44739884393063584,0.33179190751445087,0.03352601156069364,0.0,0.0,0.09364161849710982,0.0,.,.,.,.,1939
601.0,2948,993,0.32530529172320216,0.4816824966078697,0.1889416553595658,0.24874118831822759,0.03561736770691994,0.3548168249660787,0.5246727089627392,34375,.,30729,199400,1939
602.0,3075,1084,0.5173983739837399,0.4211382113821138,0.12878048780487805,0.0996309963099631,0.05853658536585366,0.20585365853658535,0.5092250922509225,67679,101563,35242,197100,1939
603.0,1931,763,0.4583117555670637,0.4370792335577421,0.12221646815121699,0.19003931847968544,0.04194717762817193,0.22061108234075608,0.48230668414154654,53571,83594,30938,219600,1939
604.0,1433,729,0.29797627355198886,0.6475924633635729,0.016050244242847175,0.14814814814814814,0.026517794836008374,0.17725052337752967,0.24417009602194786,57398,87917,56097,190400,1959
701.0,2889,793,0.0512287988923503,0.9072343371408792,0.10972654897888542,0.47540983606557374,0.07268951194184839,0.38767739702319143,0.3669609079445145,43125,49044,42796,63400,1939
702.0,2817,1001,0.008164714235001775,0.9801206957756479,0.04508342208022719,0.46253746253746253,0.12779552715654952,0.4359247426340078,0.27172827172827174,24850,.,24400,73700,1939
703.0,885,317,0.11751412429378531,0.7796610169491526,0.1638418079096045,0.1892744479495268,0.03954802259887006,0.39661016949152544,0.4069400630914827,28553,.,27961,107100,1939
704.0,1495,725,0.06488294314381271,0.8568561872909699,0.01471571906354515,0.1986206896551724,0.06889632107023412,0.4461538461538462,0.07448275862068965,36534,.,35909,51400,1978
801.01,3993,1302,0.28199348860505885,0.6654144753318307,0.01252191334835963,0.35944700460829493,0.04257450538442274,0.1555221637866266,0.6121351766513057,61522,96705,58199,154300,1939
801.02,2181,726,0.012838147638697846,0.9779917469050894,0.0,0.5399449035812672,0.06648326455754242,0.31407611187528656,0.4380165289256198,37132,.,37059,85100,1939
802.0,1539,585,0.036387264457439894,0.9636127355425601,0.0,0.3145299145299145,0.08706952566601689,0.24171539961013644,0.39145299145299145,38781,.,39125,69000,1939
803.01,1653,586,0.030852994555353903,0.957047791893527,0.02601330913490623,0.3293515358361775,0.09134906231094979,0.2613430127041742,0.41638225255972694,46250,.,45521,44200,1939
803.02,3002,1139,0.0,0.9603597601598934,0.017321785476349102,0.39596136962247586,0.056628914057295136,0.31945369753497665,0.6532045654082529,36023,.,36932,79400,1945
804.0,1214,355,0.1886326194398682,0.800658978583196,0.07413509060955518,0.3295774647887324,0.0914332784184514,0.44810543657331137,0.323943661971831,31923,.,36731,92100,1939
805.0,1683,545,0.0041592394533571005,0.9792038027332145,0.0,0.44036697247706424,0.08912655971479501,0.3006535947712418,0.5284403669724771,35945,.,35819,57500,1939
806.0,2418,812,0.05334987593052109,0.9371381306865177,0.0,0.35714285714285715,0.07857733664185278,0.27005789909015715,0.5073891625615764,39250,13958,44375,43500,1939
807.0,697,296,0.00430416068866571,0.994261119081779,0.0014347202295552368,0.2635135135135135,0.10616929698708752,0.16929698708751795,0.6385135135135135,31705,.,31705,49000,1939
808.0,1452,459,0.048209366391184574,0.9132231404958677,0.0371900826446281,0.6274509803921569,0.06542699724517906,0.3581267217630854,0.2178649237472767,37321,.,43929,168800,1939
901.0,4057,1669,0.13384274094158244,0.837811190534878,0.024895242790239094,0.22288795686039545,0.05619916194232191,0.23638156273108207,0.579388855602157,59432,90391,48214,130500,1939
902.0,3027,1200,0.17310868847043276,0.791212421539478,0.020482325735051207,0.155,0.03501816980508755,0.07367030062768418,0.8941666666666667,95469,103750,84792,164600,1947
903.0,4558,1962,0.23892057920140414,0.6770513383062747,0.032250987275120664,0.16156982670744138,0.054629223343571745,0.2933304080737165,0.4908256880733945,58750,72000,70972,152300,1943
904.0,1756,632,0.10990888382687927,0.8177676537585421,0.08769931662870159,0.37816455696202533,0.04328018223234624,0.30580865603644647,0.24841772151898733,31197,.,32128,94900,1942
905.0,1957,680,0.17066939192641797,0.7623914154317833,0.0035769034236075624,0.3014705882352941,0.045988758303525806,0.16862544711292796,0.49558823529411766,48250,72750,43375,97700,1939
906.0,3260,931,0.10306748466257669,0.8883435582822086,0.00030674846625766873,0.2663802363050483,0.10153374233128834,0.23803680981595093,0.7540279269602578,52647,.,50917,91800,1939
907.0,3090,1098,0.030744336569579287,0.9453074433656958,0.02912621359223301,0.39162112932604737,0.08737864077669903,0.24563106796116504,0.5555555555555556,43333,.,43601,55700,1939
908.0,2797,928,0.02359671076153021,0.9335001787629603,0.013585984983911333,0.3275862068965517,0.1551662495530926,0.3636038612799428,0.5743534482758621,36199,.,36607,60200,1939
909.0,2500,940,0.0348,0.9588,0.0612,0.48829787234042554,0.1028,0.2472,0.23829787234042554,32694,.,32694,86100,1939
1001.0,2238,860,0.017873100983020553,0.9727435210008937,0.00044682752457551384,0.31046511627906975,0.0773011617515639,0.46559428060768543,0.3430232558139535,29526,.,29483,88600,1954
1002.0,2837,1145,0.029256256609094113,0.9633415579837857,0.010927035600986958,0.3554585152838428,0.04617553753965457,0.39584067677123724,0.08733624454148471,.,.,.,86700,1972
1003.0,4247,0,0.16906051330350835,0.7805509771603485,0.046856604662114436,,0.0,0.0,,.,.,.,.,.
1101.0,3040,1931,0.5838815789473685,0.22138157894736843,0.05394736842105263,0.024857586742620404,0.035526315789473684,0.16480263157894737,0.12480580010357328,86635,109900,.,215400,1939
1102.0,5273,3606,0.6400531007016879,0.22150578418357672,0.062962260572729,0.005546311702717693,0.02768822302294709,0.16081926796889817,0.10510260676650028,95288,97308,.,279200,1939
1201.0,4602,2390,0.6453715775749674,0.08561495002172968,0.03867883528900478,0.03933054393305439,0.03346371142981312,0.18296392872664058,0.5,114706,163333,.,318800,1950
1202.01,1986,883,0.7049345417925479,0.1797583081570997,0.030715005035246726,0.01812004530011325,0.030211480362537766,0.1691842900302115,0.6194790486976217,145500,157000,79219,252000,1939
1202.02,6030,1682,0.5767827529021559,0.11492537313432835,0.06285240464344942,0.017241379310344827,0.021393034825870648,0.1834162520729685,0.1967895362663496,121477,.,.,280800,1939
1203.0,3949,1585,0.38237528488224864,0.49379589769561916,0.03064066852367688,0.16025236593059936,0.07596859964547986,0.22993162826031907,0.38233438485804416,49605,100833,32188,223500,1939
1204.0,1707,624,0.2513181019332162,0.7270064440538957,0.029876977152899824,0.28525641025641024,0.04159343878148799,0.4094903339191564,0.29967948717948717,37955,81023,28229,161900,1939
1205.0,2340,949,0.3269230769230769,0.5713675213675213,0.045726495726495724,0.12750263435194942,0.07435897435897436,0.26965811965811964,0.2708113804004215,53600,87596,48750,254900,1939
1206.0,2687,1630,0.4331968738369929,0.46445850390770377,0.08820245627093412,0.08282208588957055,0.036471901749162636,0.3546706363974693,0.0803680981595092,32064,.,.,220200,1939
1207.0,2241,1010,0.7099509147701919,0.2253458277554663,0.022757697456492636,0.0801980198019802,0.08879964301651048,0.12940651494868363,0.5356435643564357,65655,105500,54625,122800,1939
1301.0,2746,1434,0.17079388201019666,0.7807720320466133,0.027312454479242534,0.14574616457461645,0.04042243262927895,0.3667152221412964,0.22454672245467225,67132,130956,54643,222200,1939
1302.0,3195,1202,0.14147104851330203,0.8056338028169014,0.03411580594679186,0.29534109816971715,0.04538341158059468,0.30109546165884193,0.30282861896838603,56061,123929,44968,235600,1939
1303.0,2446,852,0.05478331970564186,0.9276369582992641,0.006132461161079314,0.22887323943661972,0.06091578086672118,0.34873262469337696,0.4694835680751174,42095,150500,41115,113000,1939
1304.0,2182,821,0.06370302474793767,0.8831347387717691,0.04812098991750687,0.2241169305724726,0.07974335472043996,0.34234647112740607,0.3982947624847747,43036,240263,40284,105800,1939
1306.0,3682,1692,0.8373166757197176,0.06952743074416078,0.022270505160239002,0.04728132387706856,0.018739815317762087,0.10239000543183052,0.6128841607565012,105660,101310,.,217800,1939
1307.0,4712,2382,0.8463497453310697,0.07470288624787776,0.04753820033955857,0.02225020990764064,0.01803904923599321,0.07640067911714771,0.4802686817800168,83908,83310,.,254000,1939
1308.03,2416,1153,0.6870860927152318,0.09933774834437085,0.03559602649006623,0.0971379011274935,0.029387417218543047,0.09892384105960265,0.5897658282740676,62112,60313,.,183300,1953
1308.04,1942,869,0.903707518022657,0.0756951596292482,0.03192584963954686,0.15420023014959724,0.04685890834191555,0.15911431513903193,0.5155350978135789,62396,61979,.,201200,1939
1308.05,906,598,0.10816777041942605,0.8642384105960265,0.0,0.11538461538461539,0.03090507726269316,0.1390728476821192,0.4765886287625418,74940,79318,73869,179500,1982
1308.06,1353,520,0.7501847745750185,0.18920916481892092,0.06947524020694752,0.10192307692307692,0.014781966001478197,0.059127864005912786,0.5942307692307692,115875,116875,.,236500,1943
1401.0,4700,2348,0.554468085106383,0.3417021276595745,0.07042553191489362,0.036201022146507666,0.03361702127659574,0.16595744680851063,0.31899488926746167,126354,173750,.,395500,1939
1402.0,2691,919,0.031958379784466744,0.9528056484578223,0.006688963210702341,0.4809575625680087,0.026755852842809364,0.5496098104793757,0.1305767138193689,16008,.,15363,.,1939
1403.0,2856,1041,0.03956582633053221,0.9275210084033614,0.01015406162464986,0.33045148895292986,0.04131652661064426,0.40861344537815125,0.2737752161383285,31563,172321,31382,168600,1939
1501.0,2678,1034,0.010455563853622106,0.9690067214339059,0.0,0.4148936170212766,0.08140403286034353,0.44884241971620614,0.3365570599613153,25333,.,22200,74300,1939
1502.0,2573,769,0.0,0.9626894675476098,0.0,0.3368010403120936,0.050524679362611735,0.27905169063350177,0.459037711313394,47056,.,49375,64100,1939
1503.0,2117,652,0.00803023145961266,0.9759093056211621,0.0033065658951346244,0.40644171779141103,0.06282475200755787,0.2017005196032121,0.5690184049079755,50104,.,44931,70900,1939
1504.0,3749,1105,0.009069085089357162,0.9354494531875167,0.00480128034142438,0.31221719457013575,0.057882101893838356,0.17871432381968524,0.269683257918552,48041,.,48446,73300,1939
1505.0,1582,634,0.03729456384323641,0.9601769911504425,0.029077117572692796,0.3422712933753943,0.056890012642225034,0.2509481668773704,0.4022082018927445,48375,.,47438,113400,1939
1506.0,2922,993,0.04209445585215606,0.9486652977412731,0.0,0.3333333333333333,0.121492128678987,0.3134839151266256,0.3564954682779456,29635,.,28229,80000,1939
1507.01,1547,586,0.04266321913380737,0.9224305106658048,0.009696186166774402,0.36006825938566556,0.05106658047834518,0.1887524240465417,0.6552901023890785,47717,.,46125,106300,1939
1507.02,2211,853,0.010402532790592492,0.9579375848032564,0.006331976481230212,0.3704572098475967,0.05608322026232474,0.24061510628674807,0.6623681125439624,56875,.,55781,86300,1939
1508.0,4337,1751,0.0071477980170624855,0.9631081392667743,0.007608946276227807,0.2884066247858367,0.0629467373760664,0.25824302513258013,0.44031981724728725,50034,.,50034,158200,1939
1509.0,3327,1198,0.03606853020739405,0.9501051998797716,0.016831980763450556,0.3046744574290484,0.03606853020739405,0.22753231139164412,0.6652754590984975,62939,93375,62273,111000,1939
1510.0,4764,1620,0.04638958858102435,0.9202350965575147,0.02413937867338371,0.3154320987654321,0.05877413937867338,0.22502099076406382,0.528395061728395,42192,.,42208,160800,1939
1511.0,6918,2632,0.0027464585140213934,0.9865568083261058,0.0,0.3487841945288754,0.0677941601618965,0.20670714079213645,0.6580547112462006,58750,.,57459,145900,1944
1512.0,4761,1701,0.042428061331653014,0.9468599033816425,0.00924175593362739,0.3644914756025867,0.06553245116572148,0.3348036126864104,0.30922986478542036,31929,14485,32364,90900,1939
1513.0,4338,1508,0.06915629322268327,0.888197325956662,0.044490548639926235,0.33090185676392575,0.06823420931304748,0.3499308437067773,0.3680371352785146,30611,.,30291,80400,1939
1601.0,1998,930,0.01701701701701702,0.9369369369369369,0.008008008008008008,0.2806451612903226,0.05805805805805806,0.4269269269269269,0.3139784946236559,28611,.,30556,110300,1939
1602.0,2389,847,0.006278777731268313,0.9912097111762244,0.011720385098367517,0.33766233766233766,0.06278777731268313,0.34951862704060277,0.38488783943329397,36333,.,36583,95800,1939
1603.0,1114,363,0.11041292639138241,0.8868940754039497,0.0,0.30578512396694213,0.05206463195691203,0.47127468581687615,0.25068870523415976,27596,.,.,96100,1939
1604.0,2452,717,0.0065252854812398045,0.9828711256117455,0.0,0.4825662482566248,0.03303425774877651,0.42536704730831976,0.3947001394700139,42566,.,42829,28300,1939
1605.0,4605,1562,0.0,1.0,0.0,0.31306017925736235,0.04343105320304017,0.23995656894679696,0.5781049935979513,40938,.,40938,70900,1939
1606.0,3393,1165,0.020925434718538166,0.9395814913056293,0.019157088122605363,0.3218884120171674,0.052460949012673154,0.3383436486884763,0.42832618025751074,37237,.,37850,66600,1939
1607.0,4311,1491,0.017629320343307817,0.9714683368128044,0.009278589654372536,0.3936955063715627,0.07840408257944792,0.32799814428206914,0.40308517773306507,36580,.,36235,81500,1939
1608.01,3128,1155,0.016624040920716114,0.9702685421994884,0.0,0.3463203463203463,0.0828005115089514,0.1547314578005115,0.6216450216450217,49413,.,49413,111100,1951
1608.02,3375,1056,0.016592592592592593,0.9706666666666667,0.029333333333333333,0.4071969696969697,0.05037037037037037,0.14103703703703704,0.6846590909090909,47997,.,48097,90900,1940
1701.0,1661,974,0.31005418422636966,0.6411800120409392,0.011438892233594221,0.21765913757700206,0.03732691149909693,0.25647200481637566,0.1704312114989733,31797,99250,26204,166000,1939
1702.0,3033,1439,0.076162215628091,0.8707550280250577,0.002637652489284537,0.2425295343988881,0.0530827563468513,0.5044510385756676,0.04030576789437109,24844,.,23490,182400,1954
1703.0,1630,790,0.020858895705521473,0.9349693251533743,0.006134969325153374,0.29240506329113924,0.06441717791411043,0.3239263803680982,0.38354430379746834,46750,.,46750,142000,1953
1801.0,2253,946,0.001775410563692854,0.9902352418996893,0.005770084332001775,0.5158562367864693,0.07634265423879272,0.5481580115401686,0.06871035940803383,19844,.,19635,132700,1988
1802.0,930,342,0.1032258064516129,0.8612903225806452,0.035483870967741936,0.19005847953216373,0.0913978494623656,0.32150537634408605,0.2807017543859649,38477,.,38438,157300,1956
1803.0,1651,803,0.3737129012719564,0.5626892792247123,0.012113870381586917,0.15317559153175592,0.05511811023622047,0.37189582071471833,0.29265255292652553,62596,64519,.,182800,1939
1901.0,2057,796,0.12348079727758872,0.8507535245503159,0.09868740884783665,0.3065326633165829,0.04423918327661643,0.42391832766164317,0.17839195979899497,23750,98571,21169,85300,1939
1902.0,1877,695,0.3297815663292488,0.5295684603090037,0.12040490143846563,0.17266187050359713,0.07565263718700053,0.29621736814065,0.3194244604316547,42500,75114,.,190400,1939
1903.0,2442,861,0.23300573300573302,0.6216216216216216,0.10974610974610975,0.25319396051103366,0.050778050778050775,0.4582309582309582,0.23925667828106853,20962,20096,16382,59200,1939
2001.0,1745,567,0.0166189111747851,0.9833810888252149,0.001146131805157593,0.3968253968253968,0.07851002865329514,0.44068767908309453,0.3844797178130511,33984,.,33984,61000,1939
2002.0,2618,897,0.02559205500381971,0.9526355996944232,0.0,0.3277591973244147,0.05844155844155844,0.3479755538579068,0.43255295429208473,37336,.,36316,48400,1939
2003.0,1612,502,0.14702233250620347,0.6581885856079405,0.0707196029776675,0.4203187250996016,0.0663771712158809,0.4392059553349876,0.19322709163346613,30263,31406,27292,43000,1939
